City/Town,Ward,Precinct,Democratic,Republican, Libertarian ,Green-Rainbow,All Others,No Preference,Blanks,Total Votes Cast
Lawrence,C,2,863.00,307.00,15.00,4.00,6.00,0.00,9.00,1204.00
Lawrence,C,3,603.00,158.00,6.00,3.00,3.00,0.00,3.00,776.00
Lawrence,C,4,689.00,187.00,8.00,3.00,2.00,0.00,10.00,899.00
Lawrence,D,1,755.00,258.00,6.00,4.00,1.00,0.00,7.00,1031.00
Lawrence,D,2,593.00,161.00,6.00,2.00,0.00,0.00,7.00,769.00
Lawrence,D,3,492.00,151.00,1.00,2.00,0.00,0.00,13.00,659.00
Lawrence,D,4,627.00,180.00,7.00,2.00,1.00,0.00,4.00,821.00
Lawrence,E,1,937.00,523.00,10.00,5.00,6.00,0.00,12.00,1493.00
Lawrence,E,2,958.00,479.00,17.00,6.00,7.00,0.00,14.00,1481.00
Lawrence,E,3,629.00,287.00,8.00,4.00,4.00,0.00,3.00,935.00
Lawrence,E,4,742.00,275.00,6.00,5.00,2.00,0.00,4.00,1034.00
Lawrence,F,1,939.00,390.00,23.00,11.00,8.00,0.00,6.00,1377.00
Lawrence,F,2,651.00,144.00,4.00,6.00,0.00,0.00,7.00,812.00
Lawrence,F,3,825.00,232.00,7.00,8.00,2.00,0.00,10.00,1084.00
Lawrence,F,4,725.00,240.00,11.00,3.00,2.00,0.00,4.00,985.00
Lee, -,1,2415.00,985.00,51.00,23.00,15.00,0.00,17.00,3506.00
Leicester, -,1,767.00,856.00,36.00,5.00,9.00,0.00,11.00,1684.00
Leicester, -,2,794.00,752.00,18.00,13.00,8.00,0.00,8.00,1593.00
Leicester, -,3,750.00,795.00,21.00,11.00,5.00,0.00,12.00,1594.00
Leicester, -,4,790.00,743.00,28.00,10.00,4.00,0.00,7.00,1582.00
Lenox, -,1,2701.00,602.00,30.00,17.00,18.00,0.00,14.00,3382.00
Leominster,1,A,982.00,712.00,33.00,10.00,2.00,0.00,14.00,1753.00
Leominster,1,B,980.00,613.00,36.00,11.00,5.00,0.00,14.00,1659.00
Leominster,1,C,801.00,493.00,23.00,12.00,5.00,0.00,9.00,1343.00
Leominster,2,A,680.00,376.00,23.00,11.00,3.00,0.00,6.00,1099.00
Leominster,2,B,742.00,559.00,23.00,16.00,4.00,0.00,12.00,1356.00
Leominster,2,C,458.00,355.00,12.00,7.00,1.00,0.00,2.00,835.00
Leominster,3,A,653.00,444.00,21.00,3.00,1.00,0.00,8.00,1130.00
Leominster,3,B,1064.00,672.00,20.00,8.00,9.00,0.00,12.00,1785.00
Leominster,3,C,1034.00,836.00,31.00,5.00,8.00,0.00,11.00,1925.00
Leominster,4,A,931.00,775.00,27.00,4.00,8.00,0.00,10.00,1755.00
Leominster,4,B,896.00,742.00,39.00,15.00,8.00,0.00,16.00,1716.00
Leominster,4,C,746.00,493.00,25.00,7.00,5.00,0.00,8.00,1284.00
Leominster,5,A,772.00,515.00,21.00,14.00,2.00,0.00,8.00,1332.00
Leominster,5,B,927.00,597.00,22.00,11.00,9.00,0.00,9.00,1575.00
Leominster,5,C,678.00,410.00,14.00,11.00,4.00,0.00,10.00,1127.00
Leverett, -,1,1193.00,163.00,12.00,12.00,6.00,0.00,4.00,1390.00
Lexington, -,1,1568.00,340.00,20.00,7.00,3.00,0.00,19.00,1957.00
Lexington, -,2,2021.00,307.00,24.00,18.00,12.00,0.00,15.00,2397.00
Lexington, -,3,1666.00,304.00,18.00,3.00,13.00,0.00,10.00,2014.00
Lexington, -,4,1895.00,355.00,26.00,7.00,12.00,0.00,10.00,2305.00
Lexington, -,5,1911.00,471.00,17.00,9.00,21.00,0.00,12.00,2441.00
Lexington, -,6,1852.00,376.00,22.00,6.00,15.00,0.00,12.00,2283.00
Lexington, -,7,1792.00,440.00,21.00,11.00,12.00,0.00,14.00,2290.00
Lexington, -,8,1754.00,365.00,22.00,15.00,8.00,0.00,11.00,2175.00
Lexington, -,9,1849.00,379.00,23.00,21.00,17.00,0.00,17.00,2306.00
Leyden, -,1,330.00,155.00,11.00,4.00,2.00,0.00,1.00,503.00
Lincoln, -,1,2139.00,354.00,32.00,15.00,19.00,0.00,17.00,2576.00
Lincoln, -,2,1354.00,329.00,19.00,6.00,4.00,0.00,12.00,1724.00
Littleton, -,1,1588.00,752.00,59.00,7.00,22.00,0.00,7.00,2435.00
Littleton, -,2,1453.00,673.00,39.00,6.00,10.00,0.00,18.00,2199.00
Littleton, -,3,1438.00,555.00,53.00,11.00,25.00,0.00,6.00,2088.00
Longmeadow, -,A,1425.00,649.00,27.00,4.00,12.00,0.00,9.00,2126.00
Longmeadow, -,B,1263.00,604.00,29.00,6.00,8.00,0.00,18.00,1928.00
Longmeadow, -,C,1378.00,794.00,34.00,14.00,11.00,0.00,17.00,2248.00
Longmeadow, -,D,1241.00,730.00,30.00,2.00,11.00,0.00,12.00,2026.00
Longmeadow, -,E,1372.00,716.00,23.00,6.00,6.00,0.00,5.00,2128.00
Lowell,1,1,718.00,253.00,9.00,8.00,2.00,0.00,10.00,1000.00
Lowell,1,2,1264.00,827.00,20.00,7.00,6.00,0.00,21.00,2145.00
Lowell,1,3,1161.00,630.00,24.00,12.00,17.00,0.00,8.00,1852.00
Lowell,2,1,385.00,85.00,9.00,2.00,1.00,0.00,3.00,485.00
Lowell,2,2,697.00,210.00,11.00,5.00,3.00,0.00,17.00,943.00
Lowell,2,3,1336.00,221.00,24.00,24.00,3.00,0.00,17.00,1625.00
Lowell,3,1,748.00,338.00,13.00,3.00,2.00,0.00,11.00,1115.00
Lowell,3,2,626.00,274.00,15.00,9.00,1.00,0.00,9.00,934.00
Lowell,3,3,634.00,283.00,12.00,12.00,2.00,0.00,4.00,947.00
Lowell,4,1,803.00,394.00,11.00,5.00,3.00,0.00,0.00,1216.00
Lowell,4,2,525.00,214.00,1.00,5.00,2.00,0.00,6.00,753.00
Lowell,4,3,661.00,259.00,9.00,5.00,1.00,0.00,6.00,941.00
Lowell,5,1,706.00,350.00,24.00,11.00,0.00,0.00,6.00,1097.00
Lowell,5,2,596.00,288.00,5.00,4.00,2.00,0.00,7.00,902.00
Lowell,5,3,719.00,502.00,18.00,10.00,5.00,0.00,7.00,1261.00
Lowell,6,1,952.00,596.00,17.00,8.00,3.00,0.00,20.00,1596.00
Lowell,6,2,1029.00,581.00,29.00,7.00,1.00,0.00,9.00,1656.00
Lowell,6,3,888.00,582.00,10.00,7.00,5.00,0.00,15.00,1507.00
Lowell,7,1,573.00,221.00,7.00,5.00,1.00,0.00,6.00,813.00
Lowell,7,2,717.00,230.00,12.00,4.00,1.00,0.00,10.00,974.00
Lowell,7,3,413.00,242.00,5.00,2.00,1.00,0.00,8.00,671.00
Lowell,8,1,792.00,313.00,17.00,4.00,1.00,0.00,11.00,1138.00
Lowell,8,2,847.00,484.00,7.00,8.00,3.00,0.00,6.00,1355.00
Lowell,8,3,1113.00,621.00,18.00,5.00,5.00,0.00,14.00,1776.00
Lowell,9,1,734.00,370.00,11.00,5.00,4.00,0.00,7.00,1131.00
Lowell,9,2,900.00,464.00,23.00,8.00,2.00,0.00,8.00,1405.00
Lowell,9,3,797.00,405.00,21.00,10.00,0.00,0.00,13.00,1246.00
Lowell,10,1,708.00,349.00,9.00,5.00,4.00,0.00,9.00,1084.00
Lowell,10,2,570.00,201.00,11.00,4.00,0.00,0.00,6.00,792.00
Lowell,10,3,442.00,183.00,9.00,1.00,2.00,0.00,2.00,639.00
Lowell,11,1,819.00,425.00,14.00,8.00,5.00,0.00,5.00,1276.00
Lowell,11,2,823.00,547.00,25.00,6.00,2.00,0.00,4.00,1407.00
Lowell,11,3,848.00,404.00,16.00,10.00,6.00,0.00,16.00,1300.00
Ludlow, -,1,968.00,996.00,25.00,14.00,5.00,0.00,12.00,2020.00
Ludlow, -,2,776.00,648.00,12.00,8.00,12.00,0.00,14.00,1470.00
Ludlow, -,3,942.00,1276.00,22.00,9.00,10.00,0.00,12.00,2271.00
Ludlow, -,4,945.00,908.00,25.00,10.00,0.00,0.00,10.00,1898.00
Ludlow, -,5,717.00,746.00,22.00,8.00,4.00,0.00,6.00,1503.00
Ludlow, -,6,1119.00,1121.00,21.00,8.00,7.00,0.00,15.00,2291.00
Lunenburg, -,A,1014.00,735.00,39.00,12.00,13.00,0.00,10.00,1823.00
Lunenburg, -,B,955.00,670.00,32.00,9.00,10.00,0.00,6.00,1682.00
Lunenburg, -,C,1078.00,857.00,29.00,10.00,10.00,0.00,6.00,1990.00
Lunenburg, -,D,980.00,674.00,42.00,12.00,11.00,0.00,10.00,1729.00
Lynn,1,1,1060.00,853.00,14.00,7.00,13.00,0.00,13.00,1960.00
Lynn,1,2,1238.00,807.00,35.00,14.00,11.00,0.00,18.00,2123.00
Lynn,1,3,1116.00,612.00,12.00,9.00,7.00,0.00,11.00,1767.00
Lynn,1,4,1150.00,494.00,18.00,17.00,9.00,0.00,14.00,1702.00
Lynn,2,1,1225.00,725.00,20.00,8.00,10.00,0.00,14.00,2002.00
Lynn,2,2,902.00,300.00,10.00,5.00,3.00,0.00,9.00,1229.00
Lynn,2,3,726.00,184.00,2.00,7.00,1.00,0.00,5.00,925.00
Lynn,2,4,648.00,193.00,11.00,4.00,1.00,0.00,1.00,858.00
Lynn,3,1,1001.00,479.00,16.00,11.00,3.00,0.00,3.00,1513.00
Lynn,3,2,910.00,316.00,10.00,6.00,6.00,0.00,4.00,1252.00
Lynn,3,3,910.00,354.00,19.00,10.00,5.00,0.00,10.00,1308.00
Lynn,3,4,1107.00,333.00,16.00,8.00,7.00,0.00,27.00,1498.00
Lynn,4,1,532.00,132.00,7.00,5.00,3.00,0.00,7.00,686.00
Lynn,4,2,602.00,177.00,6.00,5.00,6.00,0.00,4.00,800.00
Lynn,4,3,777.00,288.00,12.00,8.00,5.00,0.00,6.00,1096.00
Lynn,4,4,1058.00,349.00,16.00,9.00,4.00,0.00,13.00,1449.00
Lynn,5,1,958.00,368.00,18.00,7.00,2.00,0.00,10.00,1363.00
Lynn,5,2,541.00,152.00,7.00,3.00,3.00,0.00,8.00,714.00
Lynn,5,3,581.00,169.00,1.00,0.00,1.00,0.00,6.00,758.00
Lynn,5,4,1028.00,416.00,9.00,7.00,4.00,0.00,16.00,1480.00
Lynn,6,1,707.00,225.00,13.00,7.00,10.00,0.00,7.00,969.00
Lynn,6,2,503.00,190.00,6.00,8.00,1.00,0.00,3.00,711.00
Lynn,6,3,710.00,293.00,6.00,4.00,4.00,0.00,8.00,1025.00
Lynn,6,4,671.00,251.00,6.00,4.00,1.00,0.00,5.00,938.00
Lynn,7,1,1268.00,582.00,21.00,16.00,4.00,0.00,13.00,1904.00
Lynn,7,2,1071.00,461.00,11.00,12.00,5.00,0.00,3.00,1563.00
Lynn,7,3,758.00,335.00,5.00,5.00,2.00,0.00,9.00,1114.00
Lynn,7,4,904.00,387.00,16.00,3.00,7.00,0.00,2.00,1319.00
Lynnfield, -,1,1106.00,953.00,21.00,9.00,12.00,0.00,11.00,2112.00
Lynnfield, -,2,1157.00,966.00,15.00,6.00,12.00,0.00,22.00,2178.00
Lynnfield, -,3,939.00,937.00,20.00,14.00,10.00,0.00,6.00,1926.00
Lynnfield, -,4,1011.00,1113.00,33.00,3.00,8.00,0.00,16.00,2184.00
Malden,1,1,1086.00,223.00,11.00,9.00,3.00,0.00,11.00,1343.00
Malden,1,2,1186.00,412.00,16.00,12.00,8.00,0.00,7.00,1641.00
Malden,2,2,1041.00,475.00,12.00,8.00,4.00,0.00,10.00,1550.00
Malden,3,1,1392.00,358.00,22.00,9.00,10.00,0.00,11.00,1802.00
Malden,3,2,1470.00,469.00,30.00,14.00,8.00,0.00,15.00,2006.00
Malden,4,2,961.00,214.00,18.00,10.00,4.00,0.00,5.00,1212.00
Malden,5,1,1246.00,318.00,19.00,11.00,8.00,0.00,6.00,1608.00
Malden,6,1,1322.00,475.00,8.00,4.00,4.00,0.00,6.00,1819.00
Malden,6,2,1183.00,411.00,20.00,10.00,6.00,0.00,9.00,1639.00
Malden,7,2,1045.00,385.00,9.00,11.00,5.00,0.00,2.00,1457.00
Malden,8,1,1237.00,521.00,19.00,10.00,6.00,0.00,10.00,1803.00
Malden,8,2,1279.00,424.00,11.00,7.00,7.00,0.00,4.00,1732.00
Manchester Noneby Nonethe NoneSea, -,1,2712.00,1014.00,53.00,14.00,26.00,0.00,22.00,3841.00
Mansfield, -,1,1429.00,996.00,33.00,11.00,11.00,0.00,22.00,2502.00
Mansfield, -,2,1538.00,941.00,37.00,14.00,13.00,0.00,11.00,2554.00
Mansfield, -,3,1557.00,951.00,41.00,6.00,17.00,0.00,22.00,2594.00
Mansfield, -,4,1514.00,845.00,33.00,10.00,12.00,0.00,18.00,2432.00
Mansfield, -,5,1439.00,728.00,42.00,14.00,12.00,0.00,14.00,2249.00
Mansfield, -,6,1547.00,688.00,36.00,11.00,11.00,0.00,13.00,2306.00
Marblehead, -,1,1800.00,620.00,33.00,6.00,16.00,0.00,13.00,2488.00
Marblehead, -,2,1777.00,597.00,30.00,10.00,16.00,0.00,26.00,2456.00
Marblehead, -,3,1554.00,589.00,24.00,9.00,16.00,0.00,20.00,2212.00
Marblehead, -,4,1702.00,668.00,29.00,10.00,25.00,0.00,17.00,2451.00
Marblehead, -,5,1615.00,667.00,28.00,4.00,13.00,0.00,16.00,2343.00
Marblehead, -,6,1680.00,649.00,32.00,8.00,7.00,0.00,17.00,2393.00
Marion, -,1,2369.00,1244.00,52.00,11.00,20.00,0.00,21.00,3717.00
Marlborough,1,1,866.00,380.00,14.00,5.00,6.00,0.00,5.00,1276.00
Marlborough,1,2,1229.00,573.00,20.00,5.00,14.00,0.00,20.00,1861.00
Marlborough,2,1,962.00,508.00,23.00,7.00,6.00,0.00,8.00,1514.00
Marlborough,2,2,878.00,374.00,21.00,5.00,1.00,0.00,13.00,1292.00
Marlborough,3,1,679.00,339.00,19.00,10.00,2.00,0.00,10.00,1059.00
Marlborough,3,2,1305.00,568.00,18.00,13.00,8.00,0.00,19.00,1931.00
Marlborough,4,1,565.00,306.00,11.00,3.00,7.00,0.00,3.00,895.00
Marlborough,4,2,1062.00,535.00,19.00,7.00,11.00,0.00,23.00,1657.00
Marlborough,5,1,640.00,292.00,11.00,3.00,3.00,0.00,4.00,953.00
Marlborough,5,2,1018.00,466.00,22.00,12.00,12.00,0.00,10.00,1540.00
Marlborough,6,1,703.00,347.00,14.00,5.00,3.00,0.00,4.00,1076.00
Marlborough,6,2,1060.00,601.00,34.00,8.00,9.00,0.00,13.00,1725.00
Marlborough,7,1,845.00,430.00,10.00,4.00,6.00,0.00,7.00,1302.00
Marlborough,7,2,798.00,381.00,14.00,3.00,5.00,0.00,11.00,1212.00
Marshfield, -,1,1402.00,1082.00,26.00,12.00,0.00,0.00,20.00,2542.00
Marshfield, -,2,1345.00,1067.00,44.00,12.00,0.00,0.00,27.00,2495.00
Marshfield, -,3,1315.00,1046.00,31.00,11.00,0.00,0.00,23.00,2426.00
Marshfield, -,4,1359.00,1044.00,34.00,11.00,0.00,0.00,25.00,2473.00
Marshfield, -,5,1252.00,945.00,39.00,9.00,0.00,0.00,27.00,2272.00
Marshfield, -,6,1540.00,1197.00,30.00,17.00,1.00,0.00,30.00,2815.00
Marshfield, -,7,1458.00,1117.00,29.00,7.00,0.00,0.00,26.00,2637.00
Mashpee, -,1,1436.00,847.00,18.00,6.00,5.00,0.00,25.00,2337.00
Mashpee, -,2,1121.00,792.00,34.00,6.00,10.00,0.00,15.00,1978.00
Mashpee, -,3,942.00,683.00,25.00,7.00,5.00,0.00,12.00,1674.00
Mashpee, -,4,1155.00,700.00,26.00,15.00,3.00,0.00,19.00,1918.00
Mashpee, -,5,1328.00,1064.00,19.00,7.00,9.00,0.00,23.00,2450.00
Mattapoisett, -,1,2730.00,1888.00,53.00,18.00,8.00,0.00,44.00,4741.00
Maynard, -,1,1247.00,435.00,31.00,15.00,9.00,0.00,4.00,1741.00
Maynard, -,2,1221.00,379.00,18.00,7.00,6.00,0.00,5.00,1636.00
Maynard, -,3,1346.00,452.00,19.00,13.00,11.00,0.00,5.00,1846.00
Maynard, -,4,1128.00,406.00,21.00,9.00,13.00,0.00,3.00,1580.00
Medfield, -,1,1486.00,625.00,35.00,7.00,0.00,0.00,36.00,2189.00
Medfield, -,2,1471.00,541.00,39.00,4.00,0.00,0.00,52.00,2107.00
Medfield, -,3,1405.00,625.00,41.00,3.00,0.00,0.00,76.00,2150.00
Medfield, -,4,1306.00,583.00,33.00,7.00,0.00,0.00,111.00,2040.00
Medford,1,1,1342.00,506.00,14.00,15.00,12.00,0.00,24.00,1913.00
Medford,1,2,1431.00,528.00,17.00,13.00,10.00,0.00,26.00,2025.00
Medford,2,1,1345.00,630.00,24.00,14.00,6.00,0.00,35.00,2054.00
Medford,2,2,1479.00,729.00,17.00,9.00,13.00,0.00,20.00,2267.00
Medford,3,1,1416.00,655.00,15.00,15.00,10.00,0.00,28.00,2139.00
Medford,3,2,1608.00,682.00,26.00,11.00,16.00,0.00,26.00,2369.00
Medford,4,1,866.00,156.00,3.00,12.00,8.00,0.00,14.00,1059.00
Medford,4,2,1678.00,423.00,21.00,23.00,3.00,0.00,30.00,2178.00
Medford,5,1,1652.00,352.00,29.00,26.00,7.00,0.00,23.00,2089.00
Medford,5,2,1359.00,277.00,15.00,15.00,2.00,0.00,17.00,1685.00
Medford,6,1,2001.00,368.00,21.00,8.00,25.00,0.00,20.00,2443.00
Medford,6,2,1605.00,488.00,19.00,7.00,13.00,0.00,23.00,2155.00
Medford,7,1,1007.00,264.00,11.00,3.00,0.00,0.00,15.00,1300.00
Medford,7,2,1652.00,480.00,27.00,8.00,11.00,0.00,21.00,2199.00
Medford,8,1,1676.00,540.00,18.00,15.00,9.00,0.00,23.00,2281.00
Medford,8,2,1378.00,488.00,17.00,14.00,5.00,0.00,19.00,1921.00
Medway, -,1,1194.00,732.00,30.00,10.00,21.00,0.00,17.00,2004.00
Medway, -,2,1289.00,755.00,33.00,13.00,16.00,0.00,13.00,2119.00
Medway, -,3,1333.00,724.00,53.00,13.00,12.00,0.00,13.00,2148.00
Medway, -,4,1340.00,793.00,39.00,7.00,9.00,0.00,16.00,2204.00
Melrose,1,1,1010.00,273.00,16.00,5.00,6.00,0.00,2.00,1312.00
Melrose,1,2,940.00,282.00,14.00,7.00,12.00,0.00,11.00,1266.00
Melrose,2,1,957.00,407.00,10.00,5.00,11.00,0.00,13.00,1403.00
Melrose,2,2,854.00,360.00,15.00,3.00,2.00,0.00,3.00,1237.00
Melrose,3,1,953.00,283.00,9.00,3.00,10.00,0.00,6.00,1264.00
Melrose,3,2,859.00,315.00,15.00,1.00,3.00,0.00,7.00,1200.00
Melrose,4,1,932.00,270.00,15.00,4.00,7.00,0.00,2.00,1230.00
Melrose,4,2,951.00,478.00,14.00,7.00,11.00,0.00,15.00,1476.00
Melrose,5,1,1120.00,290.00,10.00,8.00,13.00,0.00,6.00,1447.00
Melrose,5,2,959.00,254.00,16.00,6.00,4.00,0.00,6.00,1245.00
Melrose,6,1,959.00,328.00,15.00,3.00,9.00,0.00,10.00,1324.00
Melrose,6,2,872.00,428.00,15.00,5.00,13.00,0.00,4.00,1337.00
Melrose,7,1,908.00,311.00,17.00,10.00,7.00,0.00,5.00,1258.00
Melrose,7,2,939.00,367.00,16.00,4.00,6.00,0.00,7.00,1339.00
Mendon, -,1,2067.00,1774.00,73.00,25.00,5.00,0.00,50.00,3994.00
Merrimac, -,1,1304.00,810.00,41.00,7.00,12.00,0.00,20.00,2194.00
Merrimac, -,2,1245.00,915.00,30.00,10.00,17.00,0.00,10.00,2227.00
Methuen, -,1,1132.00,834.00,22.00,7.00,8.00,0.00,12.00,2015.00
Methuen, -,2,886.00,333.00,7.00,6.00,4.00,0.00,17.00,1253.00
Methuen, -,3,1178.00,875.00,13.00,12.00,4.00,0.00,22.00,2104.00
Methuen, -,4,1166.00,762.00,21.00,17.00,10.00,0.00,14.00,1990.00
Methuen, -,5,1104.00,700.00,23.00,10.00,7.00,0.00,11.00,1855.00
Methuen, -,6,1196.00,780.00,9.00,12.00,5.00,0.00,15.00,2017.00
Methuen, -,7,1292.00,1058.00,23.00,3.00,6.00,0.00,13.00,2395.00
Methuen, -,8,1263.00,1372.00,30.00,7.00,11.00,0.00,18.00,2701.00
Methuen, -,9,1192.00,1195.00,24.00,13.00,9.00,0.00,19.00,2452.00
Methuen, -,10,1270.00,790.00,24.00,7.00,7.00,0.00,8.00,2106.00
Methuen, -,11,1339.00,1230.00,32.00,8.00,13.00,0.00,9.00,2631.00
Methuen, -,12,1310.00,1198.00,28.00,9.00,13.00,0.00,19.00,2577.00
Middleborough, -,1,1348.00,1444.00,37.00,8.00,9.00,0.00,19.00,2865.00
Middleborough, -,2,1104.00,984.00,49.00,10.00,9.00,0.00,8.00,2164.00
Middleborough, -,3,1016.00,1259.00,30.00,11.00,9.00,0.00,9.00,2334.00
Middleborough, -,4,907.00,931.00,40.00,12.00,10.00,0.00,11.00,1911.00
Middleborough, -,5,1048.00,1392.00,51.00,14.00,12.00,0.00,9.00,2526.00
Middleborough, -,6,901.00,1154.00,35.00,16.00,7.00,0.00,10.00,2123.00
Middlefield, -,1,199.00,124.00,9.00,1.00,1.00,0.00,1.00,335.00
Middleton, -,1,1405.00,1399.00,39.00,9.00,12.00,0.00,27.00,2891.00
Middleton, -,2,1359.00,1567.00,38.00,12.00,18.00,0.00,20.00,3014.00
Milford, -,1,692.00,427.00,18.00,7.00,2.00,0.00,3.00,1149.00
Milford, -,2,1016.00,655.00,23.00,8.00,8.00,0.00,10.00,1720.00
Milford, -,3,1030.00,746.00,21.00,12.00,15.00,0.00,10.00,1834.00
Milford, -,4,774.00,520.00,11.00,8.00,4.00,0.00,6.00,1323.00
Milford, -,5,1479.00,955.00,26.00,13.00,17.00,0.00,22.00,2512.00
Milford, -,6,1132.00,674.00,25.00,8.00,9.00,0.00,8.00,1856.00
Milford, -,7,1294.00,869.00,31.00,9.00,11.00,0.00,23.00,2237.00
Milford, -,8,1283.00,698.00,29.00,13.00,8.00,0.00,14.00,2045.00
Millbury, -,1,1010.00,944.00,32.00,7.00,5.00,0.00,17.00,2015.00
Millbury, -,2,1114.00,1073.00,36.00,14.00,7.00,0.00,15.00,2259.00
Millbury, -,3,1007.00,898.00,46.00,15.00,7.00,0.00,12.00,1985.00
Millbury, -,4,1065.00,824.00,35.00,17.00,6.00,0.00,7.00,1954.00
Millis, -,1,1161.00,631.00,20.00,9.00,9.00,0.00,4.00,1834.00
Millis, -,2,1109.00,661.00,42.00,11.00,9.00,0.00,19.00,1851.00
Millis, -,3,1232.00,709.00,19.00,13.00,4.00,0.00,15.00,1992.00
Millville, -,1,821.00,976.00,37.00,7.00,7.00,0.00,8.00,1856.00
Milton, -,1,1516.00,254.00,19.00,3.00,8.00,0.00,5.00,1805.00
Milton, -,2,1551.00,261.00,14.00,2.00,11.00,0.00,12.00,1851.00
Milton, -,3,1444.00,444.00,26.00,0.00,12.00,0.00,14.00,1940.00
Milton, -,4,1460.00,354.00,19.00,4.00,5.00,0.00,10.00,1852.00
Milton, -,5,1132.00,353.00,16.00,3.00,9.00,0.00,19.00,1532.00
Milton, -,6,1213.00,643.00,25.00,7.00,15.00,0.00,13.00,1916.00
Milton, -,7,1083.00,562.00,13.00,4.00,14.00,0.00,13.00,1689.00
Milton, -,8,1197.00,654.00,19.00,8.00,22.00,0.00,21.00,1921.00
Milton, -,9,1212.00,735.00,13.00,9.00,22.00,0.00,15.00,2006.00
Milton, -,10,1054.00,181.00,14.00,5.00,10.00,0.00,8.00,1272.00
Monroe, -,1,28.00,31.00,1.00,0.00,0.00,0.00,0.00,60.00
Monson, -,A,791.00,871.00,22.00,12.00,7.00,0.00,10.00,1713.00
Monson, -,B,815.00,851.00,38.00,7.00,2.00,0.00,9.00,1722.00
Monson, -,C,840.00,866.00,37.00,12.00,4.00,0.00,11.00,1770.00
Montague, -,1,846.00,178.00,11.00,13.00,5.00,0.00,3.00,1056.00
Montague, -,2,521.00,272.00,24.00,12.00,8.00,0.00,3.00,840.00
Montague, -,3,554.00,211.00,14.00,3.00,2.00,0.00,6.00,790.00
Montague, -,4,590.00,231.00,14.00,7.00,3.00,0.00,7.00,852.00
Montague, -,5,480.00,128.00,8.00,12.00,3.00,0.00,3.00,634.00
Montague, -,6,529.00,191.00,15.00,9.00,4.00,0.00,5.00,753.00
Monterey, -,1,481.00,102.00,6.00,2.00,1.00,0.00,4.00,596.00
Montgomery, -,1,246.00,312.00,4.00,1.00,1.00,0.00,1.00,565.00
Mount Washington, -,1,102.00,16.00,1.00,4.00,2.00,0.00,3.00,128.00
Nahant, -,1,1629.00,842.00,30.00,7.00,16.00,0.00,9.00,2533.00
Nantucket, -,1,5241.00,1914.00,81.00,41.00,29.00,0.00,32.00,7338.00
Natick, -,1,1106.00,299.00,13.00,7.00,2.00,0.00,11.00,1438.00
Natick, -,2,1744.00,534.00,28.00,18.00,12.00,0.00,26.00,2362.00
Natick, -,3,1615.00,552.00,28.00,8.00,20.00,0.00,11.00,2234.00
Natick, -,4,1580.00,476.00,40.00,5.00,8.00,0.00,23.00,2132.00
Natick, -,5,1569.00,564.00,25.00,11.00,9.00,0.00,14.00,2192.00
Natick, -,6,1566.00,542.00,22.00,7.00,10.00,0.00,19.00,2166.00
Natick, -,7,1763.00,444.00,15.00,5.00,27.00,0.00,17.00,2271.00
Natick, -,8,1744.00,535.00,28.00,7.00,9.00,0.00,21.00,2344.00
Natick, -,9,1661.00,434.00,24.00,7.00,18.00,0.00,10.00,2154.00
Natick, -,10,1982.00,591.00,31.00,12.00,19.00,0.00,14.00,2649.00
Needham, -,A,1309.00,440.00,28.00,11.00,12.00,0.00,16.00,1816.00
Needham, -,B,1524.00,449.00,30.00,5.00,20.00,0.00,18.00,2046.00
Needham, -,C,1491.00,383.00,17.00,1.00,17.00,0.00,11.00,1920.00
Needham, -,D,1542.00,409.00,21.00,8.00,19.00,0.00,14.00,2013.00
Needham, -,E,1609.00,432.00,32.00,5.00,21.00,0.00,13.00,2112.00
Needham, -,F,1528.00,379.00,13.00,8.00,9.00,0.00,14.00,1951.00
Needham, -,G,1521.00,370.00,28.00,10.00,16.00,0.00,19.00,1964.00
Needham, -,H,1638.00,465.00,28.00,4.00,20.00,0.00,14.00,2169.00
Needham, -,I,1693.00,314.00,19.00,4.00,19.00,0.00,14.00,2063.00
Needham, -,J,1718.00,437.00,19.00,6.00,12.00,0.00,17.00,2209.00
New Ashford, -,1,98.00,48.00,4.00,1.00,0.00,0.00,4.00,155.00
New Bedford,1,A,818.00,658.00,11.00,10.00,6.00,0.00,13.00,1516.00
New Bedford,1,B,682.00,586.00,16.00,7.00,0.00,0.00,9.00,1300.00
New Bedford,1,C,639.00,555.00,10.00,4.00,2.00,0.00,4.00,1214.00
New Bedford,1,D,706.00,662.00,13.00,8.00,1.00,0.00,5.00,1395.00
New Bedford,1,E,701.00,517.00,13.00,4.00,2.00,0.00,8.00,1245.00
New Bedford,1,F,433.00,584.00,10.00,1.00,3.00,0.00,6.00,1037.00
New Bedford,2,A,213.00,118.00,5.00,4.00,4.00,0.00,0.00,344.00
New Bedford,2,B,494.00,303.00,9.00,5.00,2.00,0.00,2.00,815.00
New Bedford,2,C,395.00,270.00,10.00,7.00,3.00,0.00,0.00,685.00
New Bedford,2,D,424.00,353.00,12.00,5.00,3.00,0.00,6.00,803.00
New Bedford,2,E,574.00,473.00,11.00,4.00,3.00,0.00,5.00,1070.00
New Bedford,2,F,583.00,432.00,15.00,6.00,1.00,0.00,5.00,1042.00
New Bedford,3,A,400.00,174.00,8.00,6.00,5.00,0.00,5.00,598.00
