,name,type,address,zip,lat,lon
4453,"HF Wehbe, DMD",healthcare,172 Spring St,2132.0,42.27543,-71.16727
4454,Mobil,grocery,1465 Vfw Pkwy W Roxbury,2132.0,42.2700315,-71.1723415
4455,Kids' Fun Stop,park,1580 Vfw Pkwy,2132.0,42.266851,-71.167632
4456,Fort Hill Massage,healthcare,40 Highland St,2120.0,42.32848,-71.091933
4457,Green Street Massage,healthcare,420 Centre St,2120.0,42.320414,-71.110677
4458,Center & Spring Acupuncture,healthcare,398 Centre St,2120.0,42.321363,-71.109967
4459,Christopher Fanta MD,healthcare,15 Francis St,2120.0,42.33444213867188,-71.10501098632812
4460,Bergan Women Hospital,healthcare,15 Francis St,2120.0,42.33444213867188,-71.10501098632812
4461,Ossama Al-Mefty MD,healthcare,15 Francis St,2120.0,42.33444213867188,-71.10501098632812
4462,Mission Hill Recreation Center,park,68 Annunciation Rd,2120.0,42.334422,-71.093313
4463,North Zone Resource Center,healthcare,75 Malcolm X Blvd,2120.0,42.33185,-71.090031
4464,Boston EMS,healthcare,1199 Tremont St,2120.0,42.33414,-71.09084
4465,Fuentes Market,grocery,680 Parker St,2120.0,42.3323992579689,-71.0965635928266
4466,Roxbury Hal Market,grocery,1433 Tremont St,2120.0,42.331871,-71.096411
4467,Andrea Ohldin,healthcare,1290 Tremont St,2120.0,42.33258056640625,-71.09186553955078
4468,Whittier Health,healthcare,1290 Tremont St,2120.0,42.33258056640625,-71.09186553955078
4469,Bay State Physical Therapy-Boston Whittier,hospital,1290 Tremont St,2120.0,42.33258056640625,-71.09186553955078
4470,855 Shawmut Avenue-Valet,park,855 Shawmut Ave,2120.0,42.33020401000977,-71.08540344238281
4471,"Relief Home Health Services, Inc",healthcare,10 Malcolm X Blvd Ste G-2,2120.0,42.329328,-71.086495
4472,Roxbury Heritage State Park,park,183 Roxbury St,2120.0,42.330416,-71.090514
4473,Jeep Jones Park,park,Roxbury St,2120.0,42.33021,-71.092
4474,"CHW Workforce Development, Inc.",hospital,1 Elmwood St,2120.0,42.33042,-71.0943
4475,Pharmaluxe Pharmacy,healthcare,50 John Eliot Sq,2120.0,42.329841,-71.091546
4476,Ez Healthcare of Boston Group,healthcare,73 Cedar St,2120.0,42.32629776000977,-71.09169006347656
4477,trillfit,healthcare,1484 Tremont St,2120.0,42.332105,-71.098723
4478,Institute for Optimizing Health and Healthcare,healthcare,1575 Tremont St,2120.0,42.33344650268555,-71.10162353515625
4479,Dana-Farber Cancer Institute Inc,healthcare,9 Wigglesworth St,2120.0,42.3344,-71.102943
4480,"Mass. Eye and Ear, Longwood",healthcare,800 Huntington Ave,2120.0,42.333027,-71.107467
4481,Huntington Markets,grocery,818 Huntington Ave,2120.0,42.3331459311229,-71.1087481747717
4482,Stephanie Duggins,healthcare,800 Huntington Ave,2120.0,42.333001,-71.107514
4483,Viron Mark J MD,healthcare,20 Vining St,2120.0,42.33489990234375,-71.10820770263672
4484,"Phillip Huyett, M.D.",healthcare,800 Huntington Ave,2120.0,42.333008,-71.107493
4485,Southwest Corridor Park,park,38 New Heath St,2120.0,42.326063,-71.099136
4486,Chi Wellness Corp,healthcare,1520 Tremont St,2120.0,42.332267,-71.099771
4487,Family Intervention Team,healthcare,1534 Tremont St,2120.0,42.332435,-71.100315
4488,Kevin Fitzgerald Park,park,Saint Alphonsus St,2120.0,42.33187,-71.10202
4489,Center for Surgery and Public Health,healthcare,1620 Tremont St,2120.0,42.333484,-71.104163
4490,Joseph W Wilkes III DDS,healthcare,1610 Tremont St,2120.0,42.333741,-71.103942
4491,Huntington Pizza & Cafe,grocery,764 Huntington Ave,2120.0,42.333377,-71.106122
4492,SP+ Parking at 25 Calumet Street,park,25 Calumet St,2120.0,42.33325576782227,-71.10537719726562
4493,"Kathy L. Joy, PT, MBA",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4494,"Brendan E. McCarthy, M.D.",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4495,"Michael M. Lin, M.D.",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4496,"Emma C. Davies, M.D.",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4497,Anne Goldfeld MD,healthcare,800 Huntington Ave,2120.0,42.33308029174805,-71.10757446289062
4498,"Aisha S. Traish, M.D.",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4499,"Kenneth G. Grundfast, M.D., FACS",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4500,"Alice Carlyle Lorch, M.D.",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4501,"Jia Yin, M.D., Ph.D.",healthcare,800 Huntington Ave,2120.0,42.332983,-71.107512
4502,"Zhonghui Katie Luo, M.D., Ph.D.",healthcare,800 Huntington Ave,2120.0,42.332984,-71.107512
4503,"Ryan A. Vasan, M.D.",healthcare,800 Huntington Ave,2120.0,42.332984,-71.107512
4504,"Neil Bhattacharyya, M.D.",healthcare,800 Huntington Ave,2120.0,42.332984,-71.107512
4505,"Nicholas J. Butler, M.D.",healthcare,800 Huntington Ave,2120.0,42.332984,-71.107512
4506,"Sheila Borboli-Gerogiannis, M.D., FACS",healthcare,800 Huntington Ave,2120.0,42.332984,-71.107512
4507,Orthopedic Clinical Associates Inc,healthcare,91 Parker Hill Ave,2120.0,42.329778,-71.108035
4508,Neuro-Tech Inc,healthcare,125 Parker Hill Ave Ste 300,2120.0,42.329677,-71.107288
4509,Tara L Mounsey NP,healthcare,125 Parker Hill Ave Ste 2,2120.0,42.329677,-71.107288
4510,Tromanhauser Scott G,healthcare,125 Parker Hill Ave,2120.0,42.329677,-71.107288
4511,Basu Shantanu G MD PC,healthcare,125 Parker Hill Ave,2120.0,42.329677,-71.107288
4512,Waligunda Judith,healthcare,125 Parker Hill Ave,2120.0,42.329677,-71.107288
4513,"Howard S Honig, MD, Facc, PC",healthcare,125 Parker Hill Ave,2120.0,42.329677,-71.107288
4514,Richard D Scott Physician,healthcare,125 Parker Hill Ave,2120.0,42.329677,-71.107288
4515,Spigelman Zachary MD,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4516,Brian Kwon,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4517,Robert J Banco,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4518,Carl T Talmo Md Pc,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4519,Charles Craven MD,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4520,Dana E Zalkind MD,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4521,Mohiuddin Ahmed Phys,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4522,Amin Sabra MD,healthcare,125 Parker Hill Ave,2120.0,42.32975769042969,-71.10672760009766
4523,Hand Surgical Associates Inc,healthcare,125 Parker Hill Ave,2120.0,42.329309,-71.107187
4524,Ackland Sports Medicine,healthcare,125 Parker Hill Ave,2120.0,42.329336,-71.107193
4525,6 Harleston Street Lot-Residence,park,6 Harleston St,2120.0,42.32918548583984,-71.10233306884766
4526,Benjamin Healthcare Center,hospital,120 Fisher Ave,2120.0,42.3278705549255,-71.1051822749172
4527,Hospice Services of Massachusetts LLC,healthcare,120 Fisher Ave,2120.0,42.327604,-71.105136
4528,Walden Street Garden,park,10 Walden St,2120.0,42.32571792602539,-71.10433197021484
4529,Parker Hill Nursing Home,healthcare,53 Parker Hill Ave,2120.0,42.3309440612793,-71.10990905761719
4530,Haskell LP,healthcare,63 Parker Hill Ave,2120.0,42.330344,-71.108969
4531,La Alianza Hispana- Adult and Elderly Services,healthcare,63 Parker Hill Ave,2120.0,42.330386,-71.109134
4532,Garland Jas L,healthcare,70 Parker Hill Ave,2120.0,42.33086776733398,-71.10900115966797
4533,Susan E Kelly MD,healthcare,70 Parker Hill Ave,2120.0,42.3309211730957,-71.10906219482422
4534,Jamaica Plain Cocaine Rehab Treatment,healthcare,101 S Huntington Ave Ste 129,2120.0,42.329177,-71.110473
4535,Primo Mini Market,grocery,188 Heath St,2120.0,42.326105,-71.105048
4536,Medana Grocery,grocery,186 Heath St,2120.0,42.3260240837425,-71.1051076140334
4537,Medina Market,grocery,186 Heath St,2120.0,42.32598876953125,-71.10507202148438
4538,Goddard House Skilled Nursing Center,healthcare,201 S Huntington Ave,2120.0,42.32588577270508,-71.11217498779297
4539,Home For Aged Woman,healthcare,201 S Huntington Ave,2120.0,42.32588577270508,-71.11217498779297
4540,Sherrill House,healthcare,135 S Huntington Ave,2120.0,42.328067,-71.111415
4541,Portis Family Home,healthcare,226 S Huntington Ave,2120.0,42.32538,-71.11169
4542,Rose Katherine D MD,healthcare,301 S Huntington Ave,2120.0,42.32478713989258,-71.11263275146484
4543,Chiropractic Insurance Accepted,healthcare,150 S Huntington Ave,2120.0,42.32687,-71.110182
4544,Karen E Krinsley PhD,healthcare,150 S Huntington Ave,2120.0,42.3267707824707,-71.11016845703125
4545,Faling Leendert J,healthcare,150 S Huntington Ave,2120.0,42.3267707824707,-71.11016845703125
4546,Jefferson Playground,park,Grotto Glen Rd,2120.0,42.32613,-71.108596
4547,Nira Rock Urban Wild,park,18 Nira Ave,2120.0,42.32552719116211,-71.1093521118164
4548,Blanco Market,supermarket,71 Day St,2120.0,42.32454,-71.108319
4549,Aislyn Meat Market,grocery,71 Day St,2120.0,42.324522163903,-71.1083343065705
4550,Brigham And Women's Advanced Primary Care,healthcare,301 S Huntington Ave,2120.0,42.32478713989258,-71.11263275146484
4551,Jamaica Plain Market,grocery,36 Gay Head St,2120.0,42.325016,-71.105052
4552,JP Convenience Store,grocery,34 Gay Head St,2120.0,42.32496643066406,-71.1050796508789
4553,Pediatric Nurtition Center at Martha Eliot,healthcare,"75 Bickford Street, Boston Children's Physicians at Martha Eliot",2120.0,42.324516,-71.102121
4554,Division of Adolescent/Young Adult Medicine at Martha Eliot,healthcare,"75 Bickford Street, Boston Children's Hospital at Martha Eliot Health Center",2120.0,42.324516,-71.102121
4555,Martha Eliot Health Center,healthcare,75 Bickford St,2120.0,42.324396,-71.102071
4556,Boston Children's Primary Care at Martha Eliot,hospital,75 Bickford St,2120.0,42.324406,-71.102073
4557,El Patio Market,grocery,371 Centre St,2120.0,42.322436,-71.108768
4558,Centre Street Dental Center,healthcare,379 Centre St,2120.0,42.3222943264076,-71.109135002367
4559,Best Care Rehabilitation Center,healthcare,134-136 Day St,2120.0,42.3223235804526,-71.1098346253504
4560,Jose Ruano,healthcare,373 S Huntington Ave,2120.0,42.32184600830078,-71.11235046386719
4561,Jose Ruano MD,healthcare,373 S Huntington Ave,2120.0,42.32183074951172,-71.11235046386719
4562,Angell Animal Medical Center Referring Veterinarians,hospital,350 S Huntington Ave,2120.0,42.322813,-71.111058
4563,Angell Veterinary Dermatology Service Phone 617 524 5733,healthcare,350 S Huntington Ave,2120.0,42.322814,-71.111062
4564,Martin Coster DACVO,healthcare,350 S Huntington Ave,2120.0,42.322866,-71.111065
4565,Camilo Market Inc,grocery,280 Centre St,2120.0,42.322684,-71.101586
4566,Crystal Fruit,grocery,278 Centre St,2120.0,42.322702,-71.101529
4567,Evelyn's Market,grocery,298 Centre St,2120.0,42.322817,-71.102738
4568,"Mark C. Gebhardt, MD",healthcare,"300 Centre Street, Fegan, 2nd Floor",2120.0,42.32277,-71.103133
4569,Freddy's Market,grocery,302 Centre St Ste A,2120.0,42.32273,-71.10326
4570,Mozart Park,park,10 Mozart St,2120.0,42.32239,-71.1045
4571,Jp´s Massage,healthcare,329 Centre St,2120.0,42.322726,-71.104786
4572,Spinal Rehab Group-Dorchester,healthcare,329 Centre St,2120.0,42.322726,-71.104786
4573,Meatland,grocery,306 Centre St,2120.0,42.322765,-71.103535
4574,2nd Chance 2 Live Free Foundation,healthcare,964 Parker St,2120.0,42.323748,-71.10071
4575,Family Independence,healthcare,31 Heath St,2120.0,42.325435,-71.099276
4576,Taproot Healing,healthcare,68 Wyman St,2120.0,42.320479,-71.105079
4577,Pimentel Market,grocery,340 Centre St,2120.0,42.322431,-71.106568
4578,"Mr. V Discount Auto Parts, Inc.",grocery,342 Centre St,2120.0,42.322417,-71.106896
4579,Ryan Carter MD,healthcare,63 Chestnut Ave,2120.0,42.32034301757812,-71.10375213623047
4580,Gennaro Carpinito MD,healthcare,1 Centre Pl,2120.0,42.3293342590332,-71.09474182128906
4581,Marcella Market,grocery,80 Marcella St,2120.0,42.323677,-71.095831
4582,Highland Park,park,30 Fort Ave,2120.0,42.3256241327971,-71.0944717312258
4583,Rite Aid Pharmacy,healthcare,393 Highland St,2120.0,42.32476043701172,-71.0976791381836
4584,Family First Home Health Care,healthcare,1542 Columbus Ave,2120.0,42.323099,-71.098085
4585,Marcella/Connolly Park,park,260 Highland Street,2120.0,42.32227325439453,-71.0968246459961
4586,Gandara Mental Health,healthcare,1544 Columbus Ave,2120.0,42.32294464111328,-71.09812927246094
4587,Perfect Dental- Jamaica Plain,healthcare,225 Centre St,2120.0,42.323144,-71.098862
4588,"1upHealth, Inc.",healthcare,225 Centre St,2120.0,42.32292083,-71.09871333
4589,Brighton Dimock Early Intervention,healthcare,55 Dimock St,2120.0,42.319746,-71.097731
4590,Rehabilitation Commission,healthcare,40 Dimock St,2120.0,42.319323,-71.097
4591,Dimock Comm Hith Center,healthcare,30 Dimock St,2120.0,42.319191000000004,-71.096311
4592,Dimock Community Health Center,healthcare,45 Dimock St,2120.0,42.31950378417969,-71.0969467163086
4593,Academy Market,grocery,1588 Columbus Ave,2120.0,42.32154,-71.09783
4594,Jevae L Nelson DDS,healthcare,55 Dimock St,2120.0,42.319746,-71.097731
4595,Massachusetts Department-Child,healthcare,30 Dimock St,2120.0,42.319222,-71.096294
4596,Dental Dreams,healthcare,3033 Washington St,2120.0,42.316755,-71.097602
4597,Zahra J Gulamhussein DDS,healthcare,3033 Washington St,2120.0,42.316753,-71.097588
4598,Eliana Market,grocery,1909 Columbus Ave,2120.0,42.317091,-71.098482
4599,Egleston Physical Therapy,healthcare,1951 Columbus Ave,2120.0,42.316101,-71.098506
4600,Dimock Comm Hlth Ctr,healthcare,57 Dimock St,2120.0,42.31973648071289,-71.09855651855469
4601,Abi Advanced Building Inspectors Llc,healthcare,75 Amory St,2120.0,42.320679,-71.099755
4602,Community Servings,healthcare,179 Amory St,2120.0,42.317737,-71.10273
4603,La Peraviana,grocery,3099 Washington St,2120.0,42.315307,-71.098987
4604,Star Fish Market,grocery,3089 Washington St,2120.0,42.315478,-71.098878
4605,Los Compadres Meat Market,grocery,3105 Washington St,2120.0,42.315078,-71.09923
4606,"Boston Prenatal Massage, Hypnobirth classes and Hypno-Doula services.",healthcare,33 Dalrymple St,2120.0,42.315881,-71.101596
4607,El Progresso Market,supermarket,143 Boylston St,2120.0,42.316432,-71.103131
4608,Yachris Market,grocery,143 Boylston St,2120.0,42.316468,-71.10312
4609,Copley Place Parking,park,2 Copley St,2120.0,42.31678009033203,-71.10093688964844
4610,Incompass Wellbeing,healthcare,368A Centre St,2120.0,42.32216,-71.10859
4611,JP Family Acupuncture,healthcare,398 Centre St,2120.0,42.321379,-71.109988
4612,Brain Integration.,healthcare,398 Centre St,2120.0,42.321438,-71.110088
4613,Tapestry Feminist Counseling,healthcare,55 Paul Gore St Ste 1,2120.0,42.3196,-71.10849
4614,Dollar Hut,supermarket,390 Centre St,2120.0,42.3216667175293,-71.10968780517578
4615,"Spinal Rehab Group, LLC",healthcare,406 S Huntington Ave,2120.0,42.320882,-71.111606
4616,Just Relax,healthcare,408 S Huntington Ave,2120.0,42.320834,-71.111517
4617,Great Hill Dental Partners Boston,healthcare,1610 Tremont St,2120.0,42.33336,-71.10403
4618,Whole Foods Market,grocery,413 Centre St,2120.0,42.321698,-71.110944
4619,Chadda Dental Associates,healthcare,1234 Hyde Park Ave Ste 103,2136.0,42.256794,-71.123587
4620,Tutto Italiano,grocery,1889 River St,2136.0,42.243397,-71.1425
4621,BMC Physical and Occupational Therapy - Hyde Park,healthcare,890 River St,2136.0,42.261372,-71.110993
4622,Division 10 & 11 Sales & Service,grocery,158 Arlington St,2136.0,42.26310348510742,-71.12300109863281
4623,Park Place,healthcare,113 Central Ave,2136.0,42.260783,-71.11887
4624,Hyde Park Acupuncture,healthcare,1110 River St,2136.0,42.257489,-71.119104
4625,Hyde Park Health Associates,healthcare,50 Harvard Ave,2136.0,42.25758361816406,-71.12274932861328
4626,Dr. Dorothy McCarthy Curran,healthcare,1150 River St,2136.0,42.2565943550799,-71.1202101805714
4627,Family Dentistry of Hyde Park,healthcare,1138 River St,2136.0,42.25700759887695,-71.11988067626953
4628,24 Hour 7 Day Emergency,healthcare,52 Fairmount Ave,2136.0,42.2552375793457,-71.1202392578125
4629,Jonathan Okon DMD,healthcare,1212 River St,2136.0,42.255922,-71.122031
4630,Pepper Man Thle,grocery,6 Maple St,2136.0,42.25576019287109,-71.12200164794922
4631,Dr. Michael P. Lowney,healthcare,1234 Hyde Park Ave,2136.0,42.256761,-71.123726
4632,Inview Diagnostic Imaging Inc,healthcare,1234 Hyde Park Ave Ste 202,2136.0,42.256803,-71.123652
4633,DR Shipra Chadda,healthcare,1234 Hyde Park Ave Ste 103,2136.0,42.256813,-71.123669
4634,Hyde Park Cocaine Rehab Treatment,healthcare,1217 Hyde Park Ave Ste 146,2136.0,42.257229,-71.12423
4635,Federal Association of Nursing Assistants,healthcare,1205 Hyde Park Ave,2136.0,42.25783538818359,-71.12388610839844
4636,Kirk S Bankhead DDS,healthcare,1259 Hyde Park Ave,2136.0,42.25612,-71.124265
4637,Derek M Martin DMD,healthcare,1259 Hyde Park Ave,2136.0,42.25612,-71.124265
4638,Richard R Bankhead Dent,healthcare,1259 Hyde Park Ave,2136.0,42.256112,-71.124277
4639,Royal African Caribbean Supermarket,grocery,1281 River St,2136.0,42.255922,-71.124447
4640,Massage Motions,healthcare,1295 River St,2136.0,42.255922,-71.124762
4641,Hyde Park Medical Drug Detox,healthcare,1268 River St Ste 390,2136.0,42.255806,-71.123878
4642,Faulkner Hospital,healthcare,1266 Hyde Park Ave,2136.0,42.255548,-71.12401
4643,Quality Rx Pharmacy,healthcare,1260 River St,2136.0,42.255643,-71.12377
4644,Chop Chop Meat Market,grocery,1260 Hyde Park Ave,2136.0,42.255626,-71.123701
4645,Standhard Physical Therapy LLC,healthcare,1242 River St,2136.0,42.255682,-71.123332
4646,Union Chiropratic Clinic,healthcare,1242 River St,2136.0,42.255545,-71.123338
4647,Marian H Putnam MD,healthcare,36 Maple St,2136.0,42.25490188598633,-71.12220764160156
4648,Parkwell Nursing Rehabilitation Center,healthcare,745 Truman Hwy,2136.0,42.251716,-71.120522
4649,Paragon Rehabilitation Inc,healthcare,745 Truman Hwy,2136.0,42.251615,-71.120641
4650,hyde park medical care,healthcare,1337 Hyde Park Ave,2136.0,42.253274,-71.12488
4651,Brigham & Women's At Hyde Park,healthcare,1337 Hyde Park Ave,2136.0,42.253324,-71.124918
4652,Ferzoco Victor MD,healthcare,1337 Hyde Park Ave,2136.0,42.25334548950195,-71.12492370605469
4653,Alcohol Detox Center,healthcare,Boston,2136.0,42.253399,-71.125504
4654,Hyde Park Drug & Alcohol Rehab List,healthcare,,2136.0,42.2534,-71.1255
4655,Jackson Street Garage,park,7 Jackson St,2136.0,42.25374221801758,-71.1255111694336
4656,Steven Murphy,healthcare,1434 Hyde Park Ave,2136.0,42.24977874755859,-71.1261215209961
4657,Grace Adult Day Program Inc,healthcare,1628 Hyde Park Ave,2136.0,42.24334,-71.12967
4658,Orleans Packing Company,grocery,1715 Hyde Park Ave,2136.0,42.240971,-71.13153
4659,Hyde Park Dialysis Center,healthcare,1628 Hyde Park Ave,2136.0,42.243274,-71.129595
4660,MBTA Readville Lot A,park,1800 Hyde Park Ave,2136.0,42.23786163330078,-71.13209533691406
4661,Shiv Park Corp,park,175 Wolcott Sq,2136.0,42.237237,-71.132511
4662,Camp Meigs Playground,park,19 Stanbro St,2136.0,42.234801,-71.131888
4663,Francis D Martini Memorial Shell Park & Moynihan Rec Area,park,1015 Truman Hwy,2136.0,42.243004999984,-71.1264507402651
4664,Chiropractic Deep,healthcare,1065 Truman Hwy,2136.0,42.242002,-71.127378
4665,Love & Compassion Home Care Inc,healthcare,93 Washington St,2136.0,42.245408,-71.121445
4666,MedPro,healthcare,695 Truman Hwy Ste 205,2136.0,42.252572,-71.118809
4667,The Child and Family,healthcare,695 Truman Hwy,2136.0,42.252597,-71.118898
4668,Commonwealth Counseling Associates,healthcare,695 Truman Hwy Ste 203,2136.0,42.252597,-71.118898
4669,A & T Physical Therapy,healthcare,695 Truman Hwy,2136.0,42.252583,-71.118889
4670,Gurvits Katrina DC PC,healthcare,695 Truman Hwy,2136.0,42.252583,-71.118889
4671,Forever Young Adulting Health Center,healthcare,695 Truman Hwy,2136.0,42.252583,-71.118889
4672,Kirkpatrick Kellie Lic AC,healthcare,14 Beacon St,2136.0,42.252955,-71.117547
4673,Roche Bros.,supermarket,8 Summer St,2136.0,42.256789,-71.12583
4674,Mp Burnham Franklin Co,healthcare,10 Summer St,2136.0,42.25686264038086,-71.1257095336914
4675,Emergency Dentist 24/7,healthcare,41 Austin St,2136.0,42.25898,-71.12579
4676,Boston Food Enterprise Center,grocery,32 Linwood St,2136.0,42.25667953491211,-71.12781524658203
4677,Hyde Park Pharmacy,healthcare,1461 River St,2136.0,42.25195693969727,-71.13119506835938
4678,Children's Hospital Inc,hospital,43 Thompson St,2136.0,42.25212,-71.13415
4679,True Care At Home,healthcare,18 Sunnyside St,2136.0,42.25208,-71.131949
4680,Reservation Road Park,park,109 Reservation Rd,2136.0,42.250115,-71.128428
4681,Save Mart Supermarket,supermarket,270 Reservation Rd,2136.0,42.2541,-71.13388
4682,Marascio's Market,grocery,1758 River St,2136.0,42.243964,-71.138084
4683,Kessler Therapy Equipment,healthcare,23 River St,2136.0,42.242873,-71.145263
4684,Riverside Community Mental,healthcare,307 Milton St,2136.0,42.240863,-71.143867
4685,Iacono Playground,park,Milton St,2136.0,42.239151,-71.135305
4686,Precision Coating,healthcare,63 Sprague St,2136.0,42.235896,-71.137518
4687,Woodbine Optical,healthcare,65 Sprague St,2136.0,42.23576736450195,-71.139892578125
4688,Blessing of God African & American Market,grocery,1076 Hyde Park Ave,2136.0,42.26245,-71.12147
4689,MOTION PT - Hyde Park,healthcare,1234 Hyde Park Ave,2136.0,42.25673,-71.12364
4690,"Dorothy McCarthy-Curran, DPM",healthcare,1150 River St,2136.0,42.25661,-71.1202
4691,Super Discount Store,supermarket,1232 River St Hyde Park,2136.0,42.2558083,-71.1228839
4692,Xtrinity Fitness,healthcare,1295 River St Lower Level,2136.0,42.25607,-71.12478
4693,Sky Zone Trampoline Park,park,91 Sprague St,2136.0,42.2349249,-71.140034
4694,Franklin Park Disc Golf Project,park,JewishVeterans Pkwy,2126.0,42.2957974872639,-71.0938209975038
4695,Las Americas Market,grocery,970 Blue Hill Ave,2126.0,42.290902,-71.088981
4696,The Ra Natural Health Education Center,healthcare,2 Carlos St,2126.0,42.28724,-71.08545
4697,Ra Healing,healthcare,2 Carlos St,2126.0,42.28724,-71.08545
4698,Beacon Dental Group,healthcare,1026 Blue Hill Ave,2126.0,42.289073,-71.089544
4699,Tropics Food Market,grocery,1007 Blue Hill Ave,2126.0,42.289986,-71.089831
4700,Joseph Cressida Dr,healthcare,1016 Blue Hill Ave,2126.0,42.28915786743164,-71.08953094482422
4701,Better Life Physical Therapy Inc,healthcare,1096 Blue Hill Ave Ste 1,2126.0,42.287029,-71.090149
4702,Blue Hill Convenience Store,grocery,1112 Blue Hill Ave,2126.0,42.286277,-71.090473
4703,Alberto Market,grocery,1112 Blue Hill Ave,2126.0,42.28628540039062,-71.09038543701172
4704,Greater Boston Adult Day Health,healthcare,6 Livingstone St,2126.0,42.2854,-71.09046
4705,Haitian Adult Day Health,healthcare,9 Livingstone St,2126.0,42.285085,-71.090312
4706,"Cape Verdean Adult Day Health, Inc",healthcare,6 Frontenac St,2126.0,42.28496,-71.09042
4707,Abac Dorchester,healthcare,50 Winston Rd,2126.0,42.28476715087891,-71.08826446533203
4708,Mattapan Medical Drug Detox,healthcare,864 Morton St Ste 241,2126.0,42.281239,-71.085562
4709,"Dorchester Pediatric Dentistry & Orthodontics, PC",healthcare,1192 Blue Hill Ave Ste 1192,2126.0,42.28369,-71.09132
4710,George H Walker Playground,park,528 Norfolk St,2126.0,42.2784527069109,-71.0900090107937
4711,Lynchs Convenience & Deli,grocery,1 Shandon Rd,2126.0,42.29461669921875,-71.08904266357422
4712,Commonwealth Mental Health & Wellness Center,healthcare,895 Blue Hill Ave,2126.0,42.294211,-71.088473
4713,La Bamba Supermarket,grocery,1 Lorne St,2126.0,42.29337310791016,-71.08966827392578
4714,Happy Days ADH,healthcare,324 Harvard St,2126.0,42.292961,-71.089412
4715,Help Services Network Inc,healthcare,895 Blue Hill Ave,2126.0,42.294211,-71.088473
4716,Blue Hill Adult Day Health Center,hospital,995 Blue Hill Ave,2126.0,42.290393,-71.08986
4717,ReVision Urban Farm,grocery,38 Fabyan St,2126.0,42.28985,-71.091
4718,Simon Convenience Store,grocery,1145 Blue Hill Ave,2126.0,42.2854118347168,-71.09136962890625
4719,Kailash Suri DMD Inc,healthcare,1199 Blue Hill Ave,2126.0,42.283456,-71.092016
4720,Kailash Suri DMD,healthcare,1199 Blue Hill Ave,2126.0,42.28335952758789,-71.0920181274414
4721,Fruits of Blessings,grocery,1290 Blue Hill Ave,2126.0,42.279605,-71.092665
4722,Primo Market Corp,grocery,1349 Blue Hill Ave,2126.0,42.27797,-71.09367
4723,Farmers Collaborative,grocery,Morton St,2126.0,42.2918650000053,-71.0957149999528
4724,Boston Nature Center,park,500 Walk Hill St,2126.0,42.288126,-71.1012
4725,Eduardo's Market,grocery,302 Norfolk St,2126.0,42.283379,-71.083038
4726,4 quarters plus bargin center,grocery,886 Morton St,2126.0,42.280941,-71.084661
4727,Apollos AJ's Market,grocery,918 Morton St,2126.0,42.280691,-71.083291
4728,Apollo Ajs,grocery,918 Morton St,2126.0,42.28071594238281,-71.08305358886719
4729,4Qtr,grocery,890 Morton St,2126.0,42.28090286254883,-71.08402252197266
4730,Star Market Osco,healthcare,45 Morrissey Blvd,2126.0,42.2785749,-71.07886029999997
4731,Harbor Health Elder Service Plan,healthcare,1135 Morton St,2126.0,42.275732,-71.074899
4732,Metamorphosis,grocery,1153 Washington St,2126.0,42.272304,-71.069184
4733,Oliva Anthony B,healthcare,1137 Washington St Ste 6,2126.0,42.272596,-71.069878
4734,Lowe Mills Chiropractic,healthcare,1141 Washington St,2126.0,42.27246475219727,-71.06976318359375
4735,Neighborhood Treatment Center,healthcare,1141 Washington St,2126.0,42.27246475219727,-71.06976318359375
4736,Boston Orthopedics,healthcare,1137 Washington St,2126.0,42.27256774902344,-71.06986236572266
4737,My Local Chiropractic,healthcare,70 River St,2126.0,42.271398,-71.073123
4738,Harbor Health Services Inc,healthcare,1135 Morton Street,2126.0,42.275538,-71.074803
4739,Elder Service Plan-Mattapan,healthcare,1135 Morton St Ste 2,2126.0,42.275631,-71.074837
4740,Harbor Health,healthcare,1135 Morton St,2126.0,42.27579879760742,-71.07489776611328
4741,Children & Family Dentistry & Braces,healthcare,90 River St,2126.0,42.270704,-71.074319
4742,Mattapan Cocaine Rehab Treatment,healthcare,90 River St Ste 322,2126.0,42.27066,-71.074638
4743,Herbal lakay,healthcare,504 river St,2126.0,42.26781,-71.09288
4744,MSGR Francis A Ryan Park,park,River St,2126.0,42.269992,-71.085554
4745,Small Smiles Of Mattapan,healthcare,90 River St Ste 6,2126.0,42.270659,-71.074637
