INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
192083069,423,,ASSAULT - AGGRAVATED,D4,171,0,2019-10-14 05:30:00,2019,10,Monday,5,,"840 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.3355595408121,-71.0743636377437,"(42.3355595408121, -71.0743636377437)"
192083067,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2019-10-14 06:30:00,2019,10,Monday,6,,"DALE ST & WARREN ST
BOSTON  MA 02119
UNITED STATES",42.3207479575329,-71.081801944851,"(42.3207479575329, -71.081801944851)"
192083066,301,,ROBBERY,B2,317,0,2019-10-14 00:00:00,2019,10,Monday,0,,"160 HOMESTEAD ST
ROXBURY  MA 02121
UNITED STATES",42.3101440306291,-71.0875917896118,"(42.3101440306291, -71.0875917896118)"
192083063,423,,ASSAULT - AGGRAVATED,B2,318,1,2019-10-14 03:29:00,2019,10,Monday,3,,SEAVER ST,42.3087885507829,-71.0905561826057,"(42.3087885507829, -71.0905561826057)"
192083061,801,,ASSAULT - SIMPLE,D14,801,0,2019-10-14 03:21:00,2019,10,Monday,3,,HARVARD AVE,42.3537541104793,-71.1322562120991,"(42.3537541104793, -71.1322562120991)"
192083059,520,,BURGLARY - RESIDENTIAL,D14,801,0,2019-10-14 02:51:00,2019,10,Monday,2,,FARRINGTON AVE,42.3544593889186,-71.1309126812793,"(42.3544593889186, -71.1309126812793)"
192083057,3018,,SICK/INJURED/MEDICAL - POLICE,B3,465,0,2019-10-14 03:13:00,2019,10,Monday,3,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192083056,540,,BURGLARY - COMMERICAL,D4,146,0,2019-10-14 02:02:00,2019,10,Monday,2,,HUNTINGTON AVE,42.3479723982459,-71.0784958158727,"(42.3479723982459, -71.0784958158727)"
192083055,3007,,SUDDEN DEATH,C11,339,0,2019-10-14 00:18:00,2019,10,Monday,0,,HIGH ST,42.3094898746558,-71.0610814719974,"(42.3094898746558, -71.0610814719974)"
192083054,801,,ASSAULT - SIMPLE,A1,121,0,2019-10-14 02:00:00,2019,10,Monday,2,,WARRENTON ST,42.3506617390447,-71.0660223169682,"(42.3506617390447, -71.0660223169682)"
192083053,801,,ASSAULT - SIMPLE,A1, ,0,2019-10-14 02:37:00,2019,10,Monday,2,,"MILK ST & INDIA ST
BOSTON  MA 02109
UNITED STATES",42.3584580290034,-71.0532959620157,"(42.3584580290034, -71.0532959620157)"
192083052,301,,ROBBERY,B3,475,0,2019-10-14 02:20:00,2019,10,Monday,2,,CUMMINS HWY,42.2705667669942,-71.1010099376505,"(42.2705667669942, -71.1010099376505)"
192083051,613,,LARCENY SHOPLIFTING,D14,796,0,2019-10-14 00:00:00,2019,10,Monday,0,,BRIGHTON AVE,42.3526660141443,-71.1297434816031,"(42.3526660141443, -71.1297434816031)"
192083050,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2019-10-14 01:40:00,2019,10,Monday,1,,KNAPP ST,42.3512342330315,-71.0621384239969,"(42.3512342330315, -71.0621384239969)"
192083049,3502,,MISSING PERSON - LOCATED,E5,558,0,2019-10-14 01:31:00,2019,10,Monday,1,,CUMMINS HWY,42.2834271633959,-71.1242263526082,"(42.2834271633959, -71.1242263526082)"
192083047,3410,,TOWED MOTOR VEHICLE,A15, ,0,2019-10-14 01:14:00,2019,10,Monday,1,,TERMINAL ST,42.3818083247693,-71.056154203039,"(42.3818083247693, -71.056154203039)"
192083046,3006,,SICK/INJURED/MEDICAL - PERSON,E13,642,0,2019-10-14 01:20:00,2019,10,Monday,1,,CENTRE ST,42.3126512614324,-71.1141450921749,"(42.3126512614324, -71.1141450921749)"
192083045,2647,,THREATS TO DO BODILY HARM,A1, ,0,2019-10-14 00:24:00,2019,10,Monday,0,,N WASHINGTON ST,42.3647862691211,-71.0582582448234,"(42.3647862691211, -71.0582582448234)"
192083044,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,904,0,2019-10-14 01:16:00,2019,10,Monday,1,,HARRISON AVE,42.3296163369068,-71.0823220580096,"(42.3296163369068, -71.0823220580096)"
192083041,3803,,M/V ACCIDENT - PERSONAL INJURY,C6, ,0,2019-10-13 23:52:00,2019,10,Sunday,23,,COLUMBIA RD,42.3204830158979,-71.0615139842723,"(42.3204830158979, -71.0615139842723)"
192083040,3115,,INVESTIGATE PERSON,A7,15,0,2019-10-13 23:16:00,2019,10,Sunday,23,,SARATOGA ST,42.3827997767923,-71.0197707693763,"(42.3827997767923, -71.0197707693763)"
192083039,301,,ROBBERY,D14,785,0,2019-10-13 23:22:00,2019,10,Sunday,23,,WASHINGTON ST,42.3042217547167,-71.0791845947074,"(42.3042217547167, -71.0791845947074)"
192083038,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13, ,0,2019-10-13 23:08:00,2019,10,Sunday,23,,"COLUMBUS AVE & W WALNUT PARK
ROXBURY  MA 02119
UNI",42.3168400029817,-71.0982989634934,"(42.3168400029817, -71.0982989634934)"
192083037,2905,,VAL - VIOLATION OF AUTO LAW,D14, ,0,2019-10-13 00:00:00,2019,10,Sunday,0,,HARVARD AVE,42.3548654151182,-71.1325932245606,"(42.3548654151182, -71.1325932245606)"
192083036,301,,ROBBERY,B3, ,0,2019-10-13 22:33:00,2019,10,Sunday,22,,"EDGEWATER DR & TESLA ST
BOSTON  MA 02126
UNITED ST",42.265651999892,-71.0960099953032,"(42.265651999892, -71.0960099953032)"
192083035,801,,ASSAULT - SIMPLE,A7,15,0,2019-10-13 22:51:00,2019,10,Sunday,22,,"687 SARATOGA ST
EAST BOSTON  MA 02128
UNITED STATE",42.3827997767923,-71.0197707693763,"(42.3827997767923, -71.0197707693763)"
192083034,301,,ROBBERY,D14,783,0,2019-10-13 22:20:00,2019,10,Sunday,22,,RIDGEMONT ST,42.3512892610878,-71.1414603408935,"(42.3512892610878, -71.1414603408935)"
192083033,801,,ASSAULT - SIMPLE,C6, ,0,2019-10-13 22:40:00,2019,10,Sunday,22,,"F ST & BOLTON ST
SOUTH BOSTON  MA 02127
UNITED STA",42.3378759969905,-71.0465160070939,"(42.3378759969905, -71.0465160070939)"
192083032,619,,LARCENY ALL OTHERS,D4,355,0,2019-10-12 02:54:00,2019,10,Saturday,2,,ALBANY ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192083029,2604,,EXTORTION OR BLACKMAIL,D4,140,0,2019-10-13 20:30:00,2019,10,Sunday,20,,COMMONWEALTH AVE,42.3494496307298,-71.0879626978141,"(42.3494496307298, -71.0879626978141)"
192083028,3301,,VERBAL DISPUTE,B2,587,0,2019-10-13 22:00:00,2019,10,Sunday,22,,ALLEGHANY ST,42.3305697670961,-71.0995908942997,"(42.3305697670961, -71.0995908942997)"
192083027,423,,ASSAULT - AGGRAVATED,B2,330,0,2019-10-13 22:01:00,2019,10,Sunday,22,,SEAVER ST,42.3050537626199,-71.0840363321671,"(42.3050537626199, -71.0840363321671)"
192083025,3803,,M/V ACCIDENT - PERSONAL INJURY,C11,334,0,2019-10-13 22:03:00,2019,10,Sunday,22,,BOWDOIN ST,42.3091582283942,-71.0640275132366,"(42.3091582283942, -71.0640275132366)"
192083024,801,,ASSAULT - SIMPLE,D4,271,0,2019-10-13 19:30:00,2019,10,Sunday,19,,HARRISON AVE,42.3340182895851,-71.0763812393086,"(42.3340182895851, -71.0763812393086)"
192083022,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7,7,0,2019-10-13 22:07:00,2019,10,Sunday,22,,BENNINGTON ST,42.3873185007019,-71.0046810005984,"(42.3873185007019, -71.0046810005984)"
192083016,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1, ,0,2019-10-13 00:00:00,2019,10,Sunday,0,,"SUMMER ST & WASHINGTON ST
BOSTON  MA 02111
UNITED ",42.3554590091723,-71.0605239691824,"(42.3554590091723, -71.0605239691824)"
192083015,3801,,M/V ACCIDENT - OTHER,B2, ,0,2019-10-13 21:42:00,2019,10,Sunday,21,,"MELNEA CASS BLVD & HAMPDEN ST
ROXBURY  MA 02119
UN",42.3311780243338,-71.0748210224143,"(42.3311780243338, -71.0748210224143)"
192083014,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,A1,77,0,2019-10-13 20:53:00,2019,10,Sunday,20,,CONGRESS ST,42.3613941253574,-71.0576868952242,"(42.3613941253574, -71.0576868952242)"
192083010,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),C11,339,0,2019-10-13 21:14:00,2019,10,Sunday,21,,DORCHESTER AVE,42.307828456387,-71.0583747397876,"(42.307828456387, -71.0583747397876)"
192083009,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2019-10-13 20:51:00,2019,10,Sunday,20,,SELDEN ST,42.2808936558222,-71.0803746810546,"(42.2808936558222, -71.0803746810546)"
192083008,3115,,INVESTIGATE PERSON,A15,38,0,2019-10-13 20:33:00,2019,10,Sunday,20,,NINTH ST,42.3755837769466,-71.0518291147168,"(42.3755837769466, -71.0518291147168)"
192083005,3115,,INVESTIGATE PERSON,D4,64,0,2019-10-13 16:39:00,2019,10,Sunday,16,,HARRISON AVE,42.3624028076719,-71.0695465167797,"(42.3624028076719, -71.0695465167797)"
192083004,3114,,INVESTIGATE PROPERTY,E18,502,0,2019-10-13 20:41:00,2019,10,Sunday,20,,PHILBRICK ST,42.285458828994,-71.1180266665572,"(42.285458828994, -71.1180266665572)"
192083003,3115,,INVESTIGATE PERSON,E18, ,1,2019-10-13 20:29:00,2019,10,Sunday,20,,"POND ST & HIGHLAND ST
HYDE PARK  MA 02136
UNITED S",42.2504690263975,-71.1172110386176,"(42.2504690263975, -71.1172110386176)"
192083002,3007,,SUDDEN DEATH,B3,421,0,2019-10-13 18:34:00,2019,10,Sunday,18,,DELHI ST,42.2756024623721,-71.090115150908,"(42.2756024623721, -71.090115150908)"
192083001,3005,,SICK ASSIST,B3,432,0,2019-10-13 18:31:00,2019,10,Sunday,18,,JACOB ST,42.2854184589841,-71.0836637748305,"(42.2854184589841, -71.0836637748305)"
192083000,3115,,INVESTIGATE PERSON,D4,285,0,2019-10-13 20:30:00,2019,10,Sunday,20,,TREMONT ST,42.3364089122433,-71.0856503922073,"(42.3364089122433, -71.0856503922073)"
192082999,724,,AUTO THEFT,B3,465,0,2019-10-13 06:10:00,2019,10,Sunday,6,,NORFOLK ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192082997,3801,,M/V ACCIDENT - OTHER,C6, ,0,2019-10-13 19:48:00,2019,10,Sunday,19,,DORCHESTER AVE,42.3424403758859,-71.0570613216939,"(42.3424403758859, -71.0570613216939)"
192082995,3115,,INVESTIGATE PERSON,D4,166,0,2019-10-13 20:05:00,2019,10,Sunday,20,,SHAWMUT AVE,42.3423615783784,-71.0702406926329,"(42.3423615783784, -71.0702406926329)"
192082994,3410,,TOWED MOTOR VEHICLE,C11,241,0,2019-10-13 14:58:00,2019,10,Sunday,14,,ALVAN TER,42.3171670798315,-71.0626429862098,"(42.3171670798315, -71.0626429862098)"
192082991,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11,338,0,2019-10-13 19:57:00,2019,10,Sunday,19,,"415 BOWDOIN ST
DORCHESTER  MA 02122
UNITED STATES",42.3104091591458,-71.0623992079383,"(42.3104091591458, -71.0623992079383)"
192082990,3115,,INVESTIGATE PERSON,C11,355,0,2019-10-13 20:15:00,2019,10,Sunday,20,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192082988,2905,,VAL - VIOLATION OF AUTO LAW,E18,503,0,2019-10-13 19:05:00,2019,10,Sunday,19,,AMERICAN LEGION HWY,42.2867659034185,-71.1083764281443,"(42.2867659034185, -71.1083764281443)"
192082987,3114,,INVESTIGATE PROPERTY,E13,510,0,2019-10-13 19:03:00,2019,10,Sunday,19,,YALE TER,42.2990947011485,-71.1082080954697,"(42.2990947011485, -71.1082080954697)"
192082985,520,,BURGLARY - RESIDENTIAL,A1,68,0,2019-10-13 17:07:00,2019,10,Sunday,17,,TEMPLE ST,42.3607463080178,-71.0636601461363,"(42.3607463080178, -71.0636601461363)"
192082983,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,,312,0,2019-10-13 19:18:00,2019,10,Sunday,19,,COLONIAL LN,42.3152113376616,-71.0878359242823,"(42.3152113376616, -71.0878359242823)"
192082982,3005,,SICK ASSIST,C11,340,0,2019-10-13 18:08:00,2019,10,Sunday,18,,BOWDOIN ST,42.3070383491056,-71.0661531873317,"(42.3070383491056, -71.0661531873317)"
192082981,3005,,SICK ASSIST,B3,422,0,2019-10-13 18:39:00,2019,10,Sunday,18,,RIVER ST,42.271330052757,-71.0829986502208,"(42.271330052757, -71.0829986502208)"
192082980,3301,,VERBAL DISPUTE,A15,900,0,2019-10-13 18:19:00,2019,10,Sunday,18,,BUNKER HILL,42.3773638842017,-71.0579137603485,"(42.3773638842017, -71.0579137603485)"
192082979,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2019-10-13 14:30:00,2019,10,Sunday,14,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192082976,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2019-10-13 16:58:00,2019,10,Sunday,16,,"GOULD ST & SPRING ST
WEST ROXBURY  MA 02132
UNITED",42.2728959881578,-71.1709820402857,"(42.2728959881578, -71.1709820402857)"
192082975,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E5,691,0,2019-10-13 18:21:00,2019,10,Sunday,18,,CENTRE ST,42.2874703518929,-71.1515983956729,"(42.2874703518929, -71.1515983956729)"
192082972,3201,,PROPERTY - LOST/ MISSING,A1,77,0,2019-10-13 17:30:00,2019,10,Sunday,17,,"40 NEW SUDBURY ST
BOSTON  MA 02114
UNITED STATES",42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192082971,617,,LARCENY THEFT FROM BUILDING,D4,329,0,2019-10-13 15:30:00,2019,10,Sunday,15,,HUNTINGTON AVE,42.3108998639234,-71.0800766141243,"(42.3108998639234, -71.0800766141243)"
192082970,2905,,VAL - VIOLATION OF AUTO LAW,E5,712,0,2019-10-13 17:56:00,2019,10,Sunday,17,,WASHINGTON ST,42.2648512308517,-71.1533336752304,"(42.2648512308517, -71.1533336752304)"
192082969,3006,,SICK/INJURED/MEDICAL - PERSON,E5,691,0,2019-10-13 16:00:00,2019,10,Sunday,16,,REDLANDS RD,42.2889846197977,-71.1522477275904,"(42.2889846197977, -71.1522477275904)"
192082968,2905,,VAL - VIOLATION OF AUTO LAW,B3,409,0,2019-10-13 17:44:00,2019,10,Sunday,17,,STANDARD ST,42.2719547438914,-71.0785009429336,"(42.2719547438914, -71.0785009429336)"
192082967,3115,,INVESTIGATE PERSON,B3,435,0,2019-10-13 18:09:00,2019,10,Sunday,18,,WENTWORTH TER,42.2864943481473,-71.0740677120341,"(42.2864943481473, -71.0740677120341)"
192082966,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C11,823,0,2019-10-13 18:05:00,2019,10,Sunday,18,,DOWNER AVE,42.3122482687439,-71.0623992937487,"(42.3122482687439, -71.0623992937487)"
192082964,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A1,81,0,2019-10-13 17:51:00,2019,10,Sunday,17,,"580 COMMERCIAL ST
BOSTON  MA 02113
UNITED STATES",42.3679837902943,-71.0570289557627,"(42.3679837902943, -71.0570289557627)"
192082963,3115,,INVESTIGATE PERSON,D4,149,0,2019-10-13 17:58:00,2019,10,Sunday,17,,YARMOUTH ST,42.3459786381722,-71.0767123504031,"(42.3459786381722, -71.0767123504031)"
192082961,613,,LARCENY SHOPLIFTING,A1,94,0,2019-10-13 17:47:00,2019,10,Sunday,17,,FANEUIL HALL MARKETPLACE,42.3599796722636,-71.0547413455264,"(42.3599796722636, -71.0547413455264)"
192082960,2647,,THREATS TO DO BODILY HARM,B2,291,0,2019-10-13 17:32:00,2019,10,Sunday,17,,MORLEY ST,42.3290397354892,-71.0921164778281,"(42.3290397354892, -71.0921164778281)"
192082959,3114,,INVESTIGATE PROPERTY,E18,940,0,2019-10-13 16:30:00,2019,10,Sunday,16,,GARFIELD AVE,42.2436188250818,-71.1198925529802,"(42.2436188250818, -71.1198925529802)"
192082958,3114,,INVESTIGATE PROPERTY,B2,317,1,2019-10-13 17:30:00,2019,10,Sunday,17,,HUMBOLDT AVE,42.3128341170692,-71.0897471150125,"(42.3128341170692, -71.0897471150125)"
192082957,3006,,SICK/INJURED/MEDICAL - PERSON,C6,181,0,2019-10-13 17:49:00,2019,10,Sunday,17,,MASSACHUSETTS AVE,42.3273408319118,-71.0673242710428,"(42.3273408319118, -71.0673242710428)"
192082955,3301,,VERBAL DISPUTE,A7, ,0,2019-10-13 17:22:00,2019,10,Sunday,17,,"MAVERICK ST & HAVRE ST
EAST BOSTON  MA 02128
UNITE",42.3707349602187,-71.0402819437646,"(42.3707349602187, -71.0402819437646)"
192082954,3114,,INVESTIGATE PROPERTY,C11,355,0,2019-10-13 16:00:00,2019,10,Sunday,16,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192082952,2647,,THREATS TO DO BODILY HARM,E5,742,0,2019-10-13 16:44:00,2019,10,Sunday,16,,LASELL ST,42.2873612622954,-71.1689514352696,"(42.2873612622954, -71.1689514352696)"
192082949,3115,,INVESTIGATE PERSON,C11, ,0,2019-10-13 14:57:00,2019,10,Sunday,14,,ROSSETER ST,42.3468274992136,-71.1431908647976,"(42.3468274992136, -71.1431908647976)"
192082947,3201,,PROPERTY - LOST/ MISSING,E13,77,0,2019-10-11 21:30:00,2019,10,Friday,21,,BOYLSTON ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192082945,1402,,VANDALISM,B3,465,0,2019-10-12 18:00:00,2019,10,Saturday,18,,HIAWATHA RD,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192082944,3301,,VERBAL DISPUTE,E18,493,0,2019-10-13 16:50:00,2019,10,Sunday,16,,ROSA ST,42.2621728649953,-71.1124541782158,"(42.2621728649953, -71.1124541782158)"
192082941,613,,LARCENY SHOPLIFTING,B2, ,0,2019-10-13 16:36:00,2019,10,Sunday,16,,WASHINGTON ST,42.3309475177454,-71.0828510390548,"(42.3309475177454, -71.0828510390548)"
192082940,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,61,0,2019-10-13 14:26:00,2019,10,Sunday,14,,NASHUA ST,42.366849209123,-71.0647235524676,"(42.366849209123, -71.0647235524676)"
192082938,3005,,SICK ASSIST,B2,238,0,2019-10-13 16:30:00,2019,10,Sunday,16,,DUDLEY TER,42.3181483627505,-71.067083461155,"(42.3181483627505, -71.067083461155)"
192082937,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A15,77,0,2019-10-13 14:05:00,2019,10,Sunday,14,,"40 NEW SUDBURY ST
BOSTON  MA 02114
UNITED STATES",42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192082936,2905,,VAL - VIOLATION OF AUTO LAW,B3,455,0,2019-10-13 15:55:00,2019,10,Sunday,15,,RADCLIFFE ST,42.3002019382723,-71.0783535251665,"(42.3002019382723, -71.0783535251665)"
192082935,3005,,SICK ASSIST,D4,905,0,2019-10-13 16:08:00,2019,10,Sunday,16,,MONSIGNOR REYNOLDS WAY,42.3405588440735,-71.0702277053624,"(42.3405588440735, -71.0702277053624)"
192082932,3304,,NOISY PARTY/RADIO-NO ARREST,B2,605,0,2019-10-13 00:00:00,2019,10,Sunday,0,,STOCKWELL ST,42.3320342059134,-71.1068883903208,"(42.3320342059134, -71.1068883903208)"
192082931,520,,BURGLARY - RESIDENTIAL,D14,792,0,2019-10-13 15:09:00,2019,10,Sunday,15,,ALLSTON ST,42.3454629146912,-71.139474825731,"(42.3454629146912, -71.139474825731)"
192082929,619,,LARCENY ALL OTHERS,A1, ,0,2019-10-13 15:50:00,2019,10,Sunday,15,,"CAMBRIDGE ST & NEW CHARDON ST
BOSTON  MA 02114
UNI",42.3612970028708,-71.0628310384207,"(42.3612970028708, -71.0628310384207)"
192082928,3801,,M/V ACCIDENT - OTHER,B3, ,0,2019-10-13 14:56:00,2019,10,Sunday,14,,"BLUE HILL AVE & NORFOLK ST
MATTAPAN  MA 02126
UNIT",42.2761029900336,-71.0935029826874,"(42.2761029900336, -71.0935029826874)"
192082926,801,,ASSAULT - SIMPLE,C11, ,0,2019-10-13 15:22:00,2019,10,Sunday,15,,BOWDOIN ST,42.3053654504898,-71.0681263185831,"(42.3053654504898, -71.0681263185831)"
192082925,3106,,PROPERTY - ACCIDENTAL DAMAGE,D4,620,0,2019-10-13 14:53:00,2019,10,Sunday,14,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
192082924,3801,,M/V ACCIDENT - OTHER,D4, ,0,2019-10-13 14:40:00,2019,10,Sunday,14,,"BELVIDERE ST & HUNTINGTON AVE
BOSTON  MA 02199
UNI",42.3454130384104,-71.0817980316883,"(42.3454130384104, -71.0817980316883)"
192082923,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2019-10-12 14:30:00,2019,10,Saturday,14,,VANDERBILT AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192082922,617,,LARCENY THEFT FROM BUILDING,C6,235,0,2019-10-13 14:39:00,2019,10,Sunday,14,,DORCHESTER AVE,42.3213742739165,-71.0567948621233,"(42.3213742739165, -71.0567948621233)"
192082921,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,579,0,2019-10-13 14:29:00,2019,10,Sunday,14,,CENTRE ST,42.3229140626342,-71.1032840205967,"(42.3229140626342, -71.1032840205967)"
192082920,619,,LARCENY ALL OTHERS,C11,340,0,2019-10-13 04:00:00,2019,10,Sunday,4,,DRAPER ST,42.3054071480068,-71.0654713515291,"(42.3054071480068, -71.0654713515291)"
192082918,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,402,0,2019-10-13 14:12:00,2019,10,Sunday,14,,WASHINGTON ST,42.2849259637762,-71.0713525361495,"(42.2849259637762, -71.0713525361495)"
192082917,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,206,0,2019-10-13 02:45:00,2019,10,Sunday,2,,SEAPORT BLVD,42.3526511209071,-71.0475773944977,"(42.3526511209071, -71.0475773944977)"
192082916,3115,,INVESTIGATE PERSON,C6, ,0,2019-10-13 14:25:00,2019,10,Sunday,14,,GATES ST,42.332083909159,-71.0482302321363,"(42.332083909159, -71.0482302321363)"
192082915,613,,LARCENY SHOPLIFTING,D4,619,0,2019-10-13 14:37:00,2019,10,Sunday,14,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
192082913,3301,,VERBAL DISPUTE,B3,442,0,2019-10-13 14:25:00,2019,10,Sunday,14,,KERWIN ST,42.293561319602,-71.0812951698821,"(42.293561319602, -71.0812951698821)"
192082910,1402,,VANDALISM,E5,724,0,2019-10-13 12:00:00,2019,10,Sunday,12,,LAURIE AVE,42.2703390757359,-71.1697590444132,"(42.2703390757359, -71.1697590444132)"
192082909,3502,,MISSING PERSON - LOCATED,B3,711,0,2019-10-13 10:00:00,2019,10,Sunday,10,,SHANDON RD,42.2654131442032,-71.1527013105532,"(42.2654131442032, -71.1527013105532)"
192082908,1402,,VANDALISM,E18,492,0,2019-10-13 13:35:00,2019,10,Sunday,13,,WOOD AVE,42.2683998486434,-71.1112734482223,"(42.2683998486434, -71.1112734482223)"
192082907,3201,,PROPERTY - LOST/ MISSING,D14,77,0,2019-10-12 15:00:00,2019,10,Saturday,15,,TREMONT ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192082906,1107,,FRAUD - IMPERSONATION,E18,520,0,2019-10-08 18:00:00,2019,10,Tuesday,18,,NAVARRE ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192082904,801,,ASSAULT - SIMPLE,A7,26,0,2019-10-13 13:37:00,2019,10,Sunday,13,,BORDER ST,42.376202668189,-71.0397992616017,"(42.376202668189, -71.0397992616017)"
192082903,613,,LARCENY SHOPLIFTING,D14,802,0,2019-10-13 13:30:00,2019,10,Sunday,13,,CAMBRIDGE ST,42.3546836099791,-71.1347462008924,"(42.3546836099791, -71.1347462008924)"
192082901,801,,ASSAULT - SIMPLE,E13,648,0,2019-10-13 13:11:00,2019,10,Sunday,13,,MCBRIDE ST,42.3060089867638,-71.1132210089673,"(42.3060089867638, -71.1132210089673)"
192082900,3801,,M/V ACCIDENT - OTHER,B2,329,0,2019-10-13 00:00:00,2019,10,Sunday,0,,BLUE HILL AVE,42.3093843741193,-71.0826227718332,"(42.3093843741193, -71.0826227718332)"
192082899,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,41,0,2019-10-06 19:00:00,2019,10,Sunday,19,,"20 VINE ST
CHARLESTOWN  MA 02129
UNITED STATES",42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)"
192082898,3005,,SICK ASSIST,C6,186,0,2019-10-13 13:13:00,2019,10,Sunday,13,,MASSACHUSETTS AVE,42.3255380074719,-71.0657959190108,"(42.3255380074719, -71.0657959190108)"
192082897,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-10-13 13:36:00,2019,10,Sunday,13,,PARK DR,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192082896,3115,,INVESTIGATE PERSON,A15,900,0,2019-10-13 12:58:00,2019,10,Sunday,12,,POLK ST,42.3799402530565,-71.060606651969,"(42.3799402530565, -71.060606651969)"
192082895,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,E18,504,0,2019-10-13 13:24:00,2019,10,Sunday,13,,WYVERN ST,42.2878734006225,-71.1163681124289,"(42.2878734006225, -71.1163681124289)"
192082894,3001,,DEATH INVESTIGATION,A1,127,0,2019-10-13 12:26:00,2019,10,Sunday,12,,OAK ST W,42.3485269913899,-71.0648687498535,"(42.3485269913899, -71.0648687498535)"
192082891,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,347,0,2019-10-13 13:05:00,2019,10,Sunday,13,,WILKINSON PARK,42.3072040609099,-71.0612899476099,"(42.3072040609099, -71.0612899476099)"
192082889,3006,,SICK/INJURED/MEDICAL - PERSON,B2,911,0,2019-10-13 11:28:00,2019,10,Sunday,11,,RUGGLES ST,42.3362715117893,-71.0918762770301,"(42.3362715117893, -71.0918762770301)"
192082888,1402,,VANDALISM,E13,506,0,2019-10-12 22:00:00,2019,10,Saturday,22,,WALK HILL ST,42.2939274510304,-71.114293094986,"(42.2939274510304, -71.114293094986)"
192082886,3201,,PROPERTY - LOST/ MISSING,A7,32,0,2019-10-13 02:30:00,2019,10,Sunday,2,,PORTER ST,42.3703723793805,-71.0314480243285,"(42.3703723793805, -71.0314480243285)"
192082885,3410,,TOWED MOTOR VEHICLE,B3,435,0,2019-10-13 11:53:00,2019,10,Sunday,11,,WENTWORTH ST,42.2875786675498,-71.075273094848,"(42.2875786675498, -71.075273094848)"
