"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
LABORER,Journey,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
Total for Contractor,Journey,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,72.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,72.00
Rise Engineering,,,,,,,,,,,
GLAZIER,Journey,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00,
"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
INSULATOR (PIPES & TANKS),Journey,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",203.00,"0.00 0.00203.000.000.000.00","0.000.00 203.00",,,,,,,,
"",,,,,,,,,0.00,203.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,203.00,0.00,0.00,203.00,0.00,0.00,0.00,0.00,0.00,203.00,
Total  Journey Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",412.00,"412.000.000.000.000.000.00","0.000.00412.00",,,,,,,,
"",,,,,,,,,0.00,412.00,
"",Apprentice,144.00,112.00,0.00,0.00,32.00,0.00,0.00,0.00,32.00,112.00
"",A/J Ratio,0.35,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,556.00,524.00,0.00,0.00,32.00,0.00,0.00,0.00,32.00,524.00
"Marguerite Concrete, Inc.",,,,,,,,,,,
CARPENTER,Journey,190.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,190.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00
CEMENT MASONRY/PLASTERING,Journey,93.50,93.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,93.50,93.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.50
HOISTING ENGINEER/CRANES/GRADALLS,Journey,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50
IRONWORKER/WELDER,Journey,78.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,78.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,193.50,169.50,8.00,16.00,0.00,0.00,0.00,0.00,0.00,193.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,193.50,169.50,8.00,16.00,0.00,0.00,0.00,0.00,0.00,193.50
PUMP OPERATOR (CONCRETE),Journey,8.50,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.50,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50
Total for Contractor,Journey,566.00,542.00,8.00,16.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,566.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,566.00,542.00,8.00,16.00,0.00,0.00,0.00,0.00,0.00,566.00
New England Deck & Floors Incorporated,,,,,,,,,,,
LABORER: CEMENT FINISHER TENDER,Journey,178.00,178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,178.00,178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.00
"MARBLE MASONS, TILELAYERS &TERRAZZO MECH",Journey,590.00,389.00,0.00,201.00,0.00,0.00,0.00,0.00,148.00,442.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,590.00,389.00,0.00,201.00,0.00,0.00,0.00,0.00,148.00,442.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,768.00,567.00,0.00,201.00,0.00,0.00,0.00,0.00,148.00,620.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,768.00,567.00,0.00,201.00,0.00,0.00,0.00,0.00,148.00,620.00
New Tech Installation,,,,,,,,,,,
CARPENTER,Journey,208.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,208.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",208.00,"208.000.000.000.000.000.00","0.000.00208.00",,,,,,,,
"",,,,,,,,,,0.00,208.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,208.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.00
Patrick J. Kennedy & Sons,,,,,,,,,,,
PIPEFITTER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,384.00,0.00,192.00,192.00,0.00,0.00,0.00,0.00,0.00,384.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,384.00,0.00,192.00,192.00,0.00,0.00,0.00,0.00,0.00,384.00
PIPEFITTER & STEAMFITTER,Journey,948.00,948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,948.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,948.00,948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,948.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,948.00,948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,948.00
"",Apprentice,384.00,0.00,192.00,192.00,0.00,0.00,0.00,0.00,0.00,384.00
"",A/J Ratio,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,332.00",948.00,192.00,192.00,0.00,0.00,0.00,0.00,0.00,"1,332.00"
"Safway Services LLC, Inc.",,,,,,,,,,,
MECHANICS MAINTENANCE,Journey,260.50,260.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,260.50,260.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",260.50,"260.500.000.000.000.000.00","0.000.00260.50",,,,,,,,
"",,,,,,,,,,0.00,260.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,260.50,260.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.50
"Tavares, LLC",,,,,,,,,,,
CARPENTER,Journey,538.00,458.00,39.00,41.00,0.00,0.00,0.00,0.00,0.00,538.00
"",Apprentice,160.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,160.00
"",A/J Ratio,0.30,0.00,0.00,3.90,0.00,0.00,0.00,0.00,0.00,0.30
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,698.00,458.00,39.00,201.00,0.00,0.00,0.00,0.00,0.00,698.00
LABORER,Journey,72.00,40.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,72.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,72.00,40.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,72.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,610.00,498.00,39.00,73.00,0.00,0.00,0.00,0.00,0.00,610.00
"",Apprentice,160.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,160.00
"",A/J Ratio,0.26,0.00,0.00,2.19,0.00,0.00,0.00,0.00,0.00,0.26
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,770.00,498.00,39.00,233.00,0.00,0.00,0.00,0.00,0.00,770.00
V&G Iron Works Corporation,,,,,,,,,,,
IRONWORKER/WELDER,Journey,59.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,59.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00
LABORER,Journey,30.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,30.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00
Total for Contractor,Journey,89.00,74.00,15.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,30.00,59.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,89.00,74.00,15.00,0.00,0.00,0.00,0.00,0.00,30.00,59.00
ver-tex construction specialties,,,,,,,,,,,
JOURNEYMAN LINEMAN,Journey,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
"Wayne J. Griffin Electric, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,"1,738.50","1,544.50",0.00,194.00,0.00,0.00,0.00,0.00,0.00,"1,738.50"
"",Apprentice,"1,154.00",587.50,0.00,400.00,166.50,0.00,0.00,0.00,0.00,"1,154.00"
"",A/J Ratio,0.66,0.38,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.66
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"2,892.50","2,132.00",0.00,594.00,166.50,0.00,0.00,0.00,0.00,"2,892.50"
TELECOMMUNICATION TECHNICIAN,Journey,"1,084.50",789.50,46.50,74.50,174.00,0.00,0.00,0.00,0.00,"1,084.50"
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,084.50",789.50,46.50,74.50,174.00,0.00,0.00,0.00,0.00,"1,084.50"
Total for Contractor,Journey,"2,823.00","2,334.00",46.50,268.50,174.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,"2,823.00"
"",Apprentice,"1,154.00",587.50,0.00,400.00,166.50,0.00,0.00,0.00,0.00,"1,154.00"
"",A/J Ratio,0.41,0.25,0.00,1.49,0.96,0.00,0.00,0.00,0.00,0.41
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"3,977.00","2,921.50",46.50,668.50,340.50,0.00,0.00,0.00,0.00,"3,977.00"
"West Floor Covering, Inc.",,,,,,,,,,,
FLOORCOVERER,Journey,39.50,23.50,0.00,16.00,0.00,0.00,0.00,0.00,0.00,39.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,39.50,23.50,0.00,16.00,0.00,0.00,0.00,0.00,0.00,39.50,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
MARBLE & TILE FINISHERS,Journey,286.00,112.00,0.00,174.00,0.00,0.00,0.00,0.00,0.00,286.00
"",Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",A/J Ratio,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,294.00,120.00,0.00,174.00,0.00,0.00,0.00,0.00,0.00,294.00
"MARBLE MASONS, TILELAYERS &TERRAZZO MECH",Journey,383.50,303.50,0.00,80.00,0.00,0.00,0.00,0.00,0.00,383.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,383.50,303.50,0.00,80.00,0.00,0.00,0.00,0.00,0.00,383.50
Total for Contractor,Journey,709.00,439.00,0.00,270.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,709.00,
"",Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",A/J Ratio,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,717.00,447.00,0.00,270.00,0.00,0.00,0.00,0.00,0.00,717.00
"Worcester Air Conditioning, LLC",,,,,,,,,,,
SHEETMETAL WORKER,Journey,370.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,370.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",370.00,"370.000.000.000.000.000.00","0.000.00370.00",,,,,,,,
"",,,,,,,,0.00,370.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,370.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total  Journey Hours,"19,478.25","17,160.25",252.50,"1,616.50",435.00,0.00,14.00,0.00,272.00,"19,206.25"
Total Apprentice Hours,"3,126.50","1,684.50",237.00,976.00,198.50,0.00,30.50,0.00,256.00,"2,870.50"
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grand  Total Hours,"22,604.75","18,844.75",489.50,"2,592.50",633.50,0.00,44.50,0.00,528.00,"22,076.75"
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Costa Brothers Masonry, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,223.50,207.50,0.00,16.00,0.00,0.00,0.00,0.00,0.00,223.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,223.50,207.50,0.00,16.00,0.00,0.00,0.00,0.00,0.00,223.50
LABORER,Journey,130.50,130.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,130.50,130.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.50
Total for Contractor,Journey,354.00,338.00,0.00,16.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,354.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,354.00,338.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,354.00
