"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",1.00,"1.00 0.000.000.000.000.00","0.000.00 1.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,593.00,377.00,0.00,216.00,0.00,0.00,0.00,0.00,144.00,449.00
Total for Contractor,Journey,795.00,579.00,0.00,216.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,144.00,651.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,795.00,579.00,0.00,216.00,0.00,0.00,0.00,0.00,144.00,651.00
New Tech Installation,,,,,,,,,,,
CARPENTER,Journey,160.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,160.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",160.00,"160.000.000.000.000.000.00","0.000.00160.00",,,,,,,,
"",,,,,,,,,0.00,160.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,160.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,
Patrick J. Kennedy & Sons,,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
PIPEFITTER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,352.00,120.00,120.00,112.00,0.00,0.00,0.00,0.00,0.00,352.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,352.00,120.00,120.00,112.00,0.00,0.00,0.00,0.00,0.00,352.00
PIPEFITTER & STEAMFITTER,Journey,972.00,972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,972.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,972.00,972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,972.00
Total for Contractor,Journey,972.00,972.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,972.00
"",Apprentice,352.00,120.00,120.00,112.00,0.00,0.00,0.00,0.00,0.00,352.00
"",A/J Ratio,0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,324.00","1,092.00",120.00,112.00,0.00,0.00,0.00,0.00,0.00,"1,324.00"
Pro Cut Inc.,,,,,,,,,,,
LABORER: MULTI-TRADE TENDER,Journey,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",16.00,"8.000.000.000.000.008.00","0.000.0016.00",,,,,,,,
"",,,,,,,,,0.00,16.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00,
"RicMor Construction, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
CEMENT MASONRY/PLASTERING,Journey,24.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,24.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,24.00
LABORER,Journey,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",Apprentice,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00
"",A/J Ratio,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,24.00
Total for Contractor,Journey,48.00,24.00,0.00,24.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,48.00,
"",Apprentice,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00
"",A/J Ratio,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,64.00,40.00,0.00,24.00,0.00,0.00,0.00,0.00,16.00,48.00
"Safway Services LLC, Inc.",,,,,,,,,,,
CARPENTER,Journey,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00
ELEVATOR CONSTRUCTOR,Journey,38.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,38.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
IRONWORKER/WELDER,Journey,84.00,72.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,84.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,84.00,72.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,84.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,56.00,40.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,56.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,56.00,40.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,56.00
MECHANICS MAINTENANCE,Journey,277.50,277.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,277.50,277.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.50
Total for Contractor,Journey,519.50,491.50,0.00,28.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,519.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,519.50,491.50,0.00,28.00,0.00,0.00,0.00,0.00,0.00,519.50
"Tavares, LLC",,,,,,,,,,,
CARPENTER,Journey,517.00,407.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,517.00
"",Apprentice,133.00,0.00,0.00,133.00,0.00,0.00,0.00,0.00,0.00,133.00
"",A/J Ratio,0.26,0.00,0.00,13.30,0.00,0.00,0.00,0.00,0.00,0.26
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,650.00,407.00,100.00,143.00,0.00,0.00,0.00,0.00,0.00,650.00
LABORER,Journey,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,533.00,423.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,533.00
"",Apprentice,133.00,0.00,0.00,133.00,0.00,0.00,0.00,0.00,0.00,133.00
"",A/J Ratio,0.25,0.00,0.00,13.30,0.00,0.00,0.00,0.00,0.00,0.25
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,666.00,423.00,100.00,143.00,0.00,0.00,0.00,0.00,0.00,666.00
V&G Iron Works Corporation,,,,,,,,,,,
IRONWORKER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00
IRONWORKER/WELDER,Journey,61.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,61.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00
LABORER,Journey,37.00,18.00,19.00,0.00,0.00,0.00,0.00,0.00,16.00,21.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,37.00,18.00,19.00,0.00,0.00,0.00,0.00,0.00,16.00,21.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",98.00,"79.0019.000.000.000.000.00","0.0016.0082.00",,,,,,,,
"",,,,,,,,,16.00,82.00,
Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,
A/J Ratio,0.08,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,106.00,87.00,19.00,0.00,0.00,0.00,0.00,0.00,24.00,82.00,
"Valley Communications Systems, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
TELECOMMUNICATION TECHNICIAN,Journey,89.75,89.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,89.75,89.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.75
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",89.75,"89.750.000.000.000.000.00","0.000.0089.75",,,,,,,,
"",,,,,,,,,,0.00,89.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,89.75,89.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.75
ver-tex construction specialties,,,,,,,,,,,
JOURNEYMAN LINEMAN,Journey,143.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,143.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00
Total for Contractor,Journey,143.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,143.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,143.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00
"Wayne J. Griffin Electric, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,"2,199.00","1,866.00",0.00,333.00,0.00,0.00,0.00,0.00,0.00,"2,199.00"
Apprentice,"1,010.25",542.25,0.00,340.00,128.00,0.00,0.00,0.00,0.00,"1,010.25",
A/J Ratio,0.46,0.29,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.46,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,"3,209.25","2,408.25",0.00,673.00,128.00,0.00,0.00,0.00,0.00,"3,209.25",
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
TELECOMMUNICATION TECHNICIAN,Journey,625.00,492.00,0.00,0.00,133.00,0.00,0.00,0.00,0.00,625.00
"",Apprentice,178.00,178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.00
"",A/J Ratio,0.28,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,803.00,670.00,0.00,0.00,133.00,0.00,0.00,0.00,0.00,803.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal","2,824.00","2,358.000.00333.00133.000.000.00","0.000.002,824.00",,,,,,,,
"",,,,,,,,,,0.00,"2,824.00"
"",Apprentice,"1,188.25",720.25,0.00,340.00,128.00,0.00,0.00,0.00,0.00,"1,188.25"
"",A/J Ratio,0.42,0.31,0.00,1.02,0.96,0.00,0.00,0.00,0.00,0.42
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"4,012.25","3,078.25",0.00,673.00,261.00,0.00,0.00,0.00,0.00,"4,012.25"
"West Floor Covering, Inc.",,,,,,,,,,,
FLOORCOVERER,Journey,36.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00
"",Apprentice,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
"",A/J Ratio,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,56.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00
MARBLE & TILE FINISHERS,Journey,64.00,8.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,64.00
"",Apprentice,16.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,16.00
"",A/J Ratio,0.25,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.25
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,80.00,8.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,80.00
"MARBLE MASONS, TILELAYERS &TERRAZZO MECH",Journey,208.00,88.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,208.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,208.00,88.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,208.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,308.00,132.00,0.00,176.00,0.00,0.00,0.00,0.00,0.00,308.00
"",Apprentice,36.00,20.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,36.00
"",A/J Ratio,0.12,0.15,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.12
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,344.00,152.00,0.00,192.00,0.00,0.00,0.00,0.00,0.00,344.00
"Worcester Air Conditioning, LLC",,,,,,,,,,,
SHEETMETAL WORKER,Journey,308.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,308.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",308.00,"308.000.000.000.000.000.00","0.000.00308.00",,,,,,,,
"",,,,,,,,0.00,308.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,308.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,
Total  Journey Hours,"19,000.75","16,699.75",409.00,"1,465.00",399.00,0.00,28.00,0.00,248.00,"18,752.75",
Total Apprentice Hours,"2,987.25","1,551.75",276.00,911.50,248.00,0.00,0.00,0.00,368.00,"2,619.25",
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"21,988.00","18,251.50",685.00,"2,376.50",647.00,0.00,28.00,0.00,616.00,"21,372.00",
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"CDS Contracting Services, LLC.",,,,,,,,,,,
ELECTRICIAN,Journey,88.00,86.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,88.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,88.00,86.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,88.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",88.00,"86.000.000.002.000.000.00","0.000.0088.00",,,,,,,,
"",,,,,,,,,,0.00,88.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,88.00,86.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,88.00
"Costa Brothers Masonry, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,342.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,342.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.00
LABORER,Journey,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
